Indx	Word	UnTrn	StTrn	NSyll	NPhon	unsDENS	unsFDEN	unsLDEN	unsCDEN	strDENS	strFDEN	strLDEN	strCDEN	unsBPAV	unsFBPAV	unsLBPAV	unsCBPAV	strBPAV	strFBPAV	strLBPAV	strCBPAV	unsTPAV	unsFTPAV	unsLTPAV	unsCTPAV	strTPAV	strFTPAV	strLTPAV	strCTPAV	unsPOSPAV	unsFPOSPAV	unsLPOSPAV	unsCPOSPAV	strPOSPAV	strFPOSPAV	strLPOSPAV	strCPOSPAV	unsLCPOSPAV	unsFLCPOSPAV	unsLLCPOSPAV	unsCLCPOSPAV	strLCPOSPAV	strFLCPOSPAV	strLLCPOSPAV	strCLCPOSPAV			
17	ahlehktriykaardiyahgraem (w:electrocardiogram)	AH.L.EH.K.T.R.IY.K.AA.R.D.IY.AH.G.R.AE.M	AH0.L.EH2.K.T.R.IY0.K.AA1.R.D.IY0.AH0.G.R.AE2.M	7	17	0	0	0	0	0	0	0	0	0.00467645	0.00285563	0.00457360	0.00417923	0.00345976	0.00183494	0.00331622	0.00300648	0.00028098	0.00012471	0.00026656	0.00022383	0.00013113	0.00005723	0.00012322	0.00010116	0.05500470	0.04317929	0.04662875	0.04569443	0.05267717	0.04087702	0.04439047	0.04333660	64979127.71323530	0.09471585	0.09974424	0.10684273	64979163.47794118	0.09471585	0.09974424	0.10684273			
18	ahlehktriymaegnahtihzahm (w:electromagnetism)	AH.L.EH.K.T.R.IY.M.AE.G.N.AH.T.IH.Z.AH.M	AH0.L.EH2.K.T.R.IY0.M.AE1.G.N.AH0.T.IH2.Z.AH0.M	7	17	0	0	0	0	0	0	0	0	0.00544221	0.00478185	0.00515176	0.00467456	0.00382528	0.00215979	0.00351853	0.00296820	0.00028620	0.00013331	0.00025905	0.00022582	0.00013019	0.00005301	0.00010773	0.00008814	0.06645602	0.07628044	0.06576251	0.07744420	0.06086512	0.07288848	0.06083193	0.07389490	64979150.36764706	0.14107677	0.15856777	0.16446579	64979131.53676470	0.12662014	0.14450128	0.14765906			
19	ahlehktrowkaaldiyahgraem (w:electrocardiogram)	AH.L.EH.K.T.R.OW.K.AA.L.D.IY.AH.G.R.AE.M	AH0.L.EH2.K.T.R.OW0.K.AA1.L.D.IY0.AH0.G.R.AE2.M	7	17	0	0	0	0	0	0	0	0	0.00390758	0.00201087	0.00370094	0.00324600	0.00300315	0.00131131	0.00273658	0.00238817	0.00021494	0.00008206	0.00019533	0.00015800	0.00008879	0.00002494	0.00007433	0.00005276	0.05732321	0.04499494	0.04900380	0.04776867	0.05502620	0.04273486	0.04682679	0.04546604	32489575.72794118	0.10368893	0.10997442	0.11404562	32489581.37500000	0.10368893	0.10997442	0.11404562			
20	ahlehktrowkaandiyahgraem (w:electrocardiogram)	AH.L.EH.K.T.R.OW.K.AA.N.D.IY.AH.G.R.AE.M	AH0.L.EH2.K.T.R.OW0.K.AA1.N.D.IY0.AH0.G.R.AE2.M	7	17	0	0	0	0	0	0	0	0	0.00431113	0.00306807	0.00413727	0.00376164	0.00336222	0.00231339	0.00315499	0.00289775	0.00026748	0.00009749	0.00024672	0.00019046	0.00012713	0.00003648	0.00011695	0.00007808	0.05892724	0.04861411	0.05160011	0.05061708	0.05663024	0.04635389	0.04942288	0.04831437	32489573.86029412	0.14057827	0.14450128	0.15366146	32489597.38970588	0.14057827	0.14450128	0.15366146			
21	ahlehktrowkaangdiyahgraem (w:electrocardiogram)	AH.L.EH.K.T.R.OW.K.AA.NG.D.IY.AH.G.R.AE.M	AH0.L.EH2.K.T.R.OW0.K.AA1.NG.D.IY0.AH0.G.R.AE2.M	7	17	0	0	0	0	0	0	0	0	0.00363364	0.00184913	0.00345164	0.00298944	0.00273133	0.00115904	0.00249095	0.00213207	0.00020415	0.00007742	0.00018593	0.00015020	0.00007868	0.00002074	0.00006593	0.00004537	0.05517544	0.04119145	0.04592618	0.04385317	0.05287843	0.03893152	0.04374942	0.04155065	64979143.72058824	0.09770688	0.10358056	0.11044418	64979192.66176470	0.09770688	0.10358056	0.11044418			
22	ahlehktrowkaardiyahgzaem (w:electrocardiogram)	AH.L.EH.K.T.R.OW.K.AA.R.D.IY.AH.G.Z.AE.M	AH0.L.EH2.K.T.R.OW0.K.AA1.R.D.IY0.AH0.G.Z.AE2.M	7	17	0	0	0	0	0	0	0	0	0.00386218	0.00228245	0.00376083	0.00342820	0.00297226	0.00155001	0.00282528	0.00254314	0.00020677	0.00009931	0.00019570	0.00017474	0.00008632	0.00004071	0.00008039	0.00006697	0.05838687	0.05607510	0.05394448	0.05952344	0.05608986	0.05381521	0.05176784	0.05722096	32489590.79411765	0.10368893	0.11125319	0.11764706	32489594.55882353	0.10368893	0.11125319	0.11764706			
23	ahlehktrowkaardiyahzraem (w:electrocardiogram)	AH.L.EH.K.T.R.OW.K.AA.R.D.IY.AH.Z.R.AE.M	AH0.L.EH2.K.T.R.OW0.K.AA1.R.D.IY0.AH0.Z.R.AE2.M	7	17	0	0	0	0	0	0	0	0	0.00404068	0.00249735	0.00395362	0.00355580	0.00296175	0.00168518	0.00283714	0.00253883	0.00021096	0.00009589	0.00019678	0.00016855	0.00008997	0.00004190	0.00008371	0.00006932	0.05877138	0.06340875	0.05291850	0.06285931	0.05647437	0.06114886	0.05074186	0.06055683	64979162.54411764	0.09770688	0.10358056	0.11044418	64979187.95588236	0.09770688	0.10358056	0.11044418			
24	ahlehktrowkaarliyahgraem (w:electrocardiogram)	AH.L.EH.K.T.R.OW.K.AA.R.L.IY.AH.G.R.AE.M	AH0.L.EH2.K.T.R.OW0.K.AA1.R.L.IY0.AH0.G.R.AE2.M	7	17	0	0	0	0	0	0	0	0	0.00431540	0.00243515	0.00413248	0.00368021	0.00327296	0.00163810	0.00303904	0.00268112	0.00023718	0.00009936	0.00022328	0.00017525	0.00009832	0.00004337	0.00009332	0.00006784	0.05591248	0.04565607	0.04738105	0.04798381	0.05361547	0.04339618	0.04520442	0.04568133	64979152.19117648	0.09770688	0.10358056	0.11044418	64979127.72058824	0.09770688	0.10358056	0.11044418			
25	ahlehktrowkaarniyahgraem (w:electrocardiogram)	AH.L.EH.K.T.R.OW.K.AA.R.N.IY.AH.G.R.AE.M	AH0.L.EH2.K.T.R.OW0.K.AA1.R.N.IY0.AH0.G.R.AE2.M	7	17	0	0	0	0	0	0	0	0	0.00404378	0.00233946	0.00391742	0.00348398	0.00301123	0.00158786	0.00284366	0.00252329	0.00023945	0.00008585	0.00020912	0.00015759	0.00010537	0.00003348	0.00008558	0.00005690	0.05723771	0.04516027	0.04925259	0.04730994	0.05494070	0.04290038	0.04707596	0.04500746	32489591.74264706	0.10368893	0.11125319	0.11764706	32489587.97794118	0.10368893	0.11125319	0.11764706			
26	ahlehktrowkaarshiyahgraem (w:electrocardiogram)	AH.L.EH.K.T.R.OW.K.AA.R.SH.IY.AH.G.R.AE.M	AH0.L.EH2.K.T.R.OW0.K.AA1.R.SH.IY0.AH0.G.R.AE2.M	7	17	0	0	0	0	0	0	0	0	0.00387014	0.00216175	0.00368880	0.00317774	0.00290561	0.00143051	0.00270738	0.00234072	0.00021494	0.00008260	0.00019518	0.00015135	0.00008397	0.00003183	0.00007470	0.00005355	0.05175458	0.03933269	0.04221570	0.04131855	0.04945757	0.03707280	0.04003906	0.03901607	64979156.89705882	0.09770688	0.10358056	0.11044418	64979168.19117648	0.09770688	0.10358056	0.11044418			
27	ahlehktrowkaartiyahgraem (w:electrocardiogram)	AH.L.EH.K.T.R.OW.K.AA.R.T.IY.AH.G.R.AE.M	AH0.L.EH2.K.T.R.OW0.K.AA1.R.T.IY0.AH0.G.R.AE2.M	7	17	0	0	0	0	0	0	0	0	0.00426961	0.00266024	0.00412927	0.00361408	0.00320268	0.00158739	0.00301942	0.00264486	0.00025295	0.00013132	0.00024648	0.00022313	0.00010996	0.00007335	0.00011273	0.00011473	0.05670762	0.04323746	0.04744576	0.04552023	0.05441061	0.04097757	0.04526912	0.04321775	32489540.91176471	0.11515454	0.12148337	0.13085234	32489576.67647059	0.11515454	0.12148337	0.13085234			
28	ahlehktrowkaarziyahgraem (w:electrocardiogram)	AH.L.EH.K.T.R.OW.K.AA.R.Z.IY.AH.G.R.AE.M	AH0.L.EH2.K.T.R.OW0.K.AA1.R.Z.IY0.AH0.G.R.AE2.M	7	17	0	0	0	0	0	0	0	0	0.00420656	0.00218861	0.00397512	0.00339378	0.00294176	0.00148722	0.00277243	0.00243912	0.00021607	0.00008480	0.00019779	0.00015589	0.00008397	0.00003392	0.00007702	0.00005804	0.05505108	0.03975816	0.04474038	0.04221583	0.05275408	0.03749827	0.04256375	0.03991336	64979140.89705882	0.09770688	0.10358056	0.11044418	64979158.77941176	0.09770688	0.10358056	0.11044418			
29	ahlehktrowkaasdiyahgraem (w:electrocardiogram)	AH.L.EH.K.T.R.OW.K.AA.S.D.IY.AH.G.R.AE.M	AH0.L.EH2.K.T.R.OW0.K.AA1.S.D.IY0.AH0.G.R.AE2.M	7	17	0	0	0	0	0	0	0	0	0.00368195	0.00187562	0.00350314	0.00304147	0.00277132	0.00118272	0.00253632	0.00218055	0.00020461	0.00007853	0.00018632	0.00015294	0.00007891	0.00002184	0.00006651	0.00004823	0.05740477	0.04442802	0.04798937	0.04685265	0.05510777	0.04216796	0.04581245	0.04455004	64979154.07352942	0.09770688	0.10358056	0.11044418	64979180.42647060	0.09770688	0.10358056	0.11044418			
30	ahlehktrowkaatdiyahgraem (w:electrocardiogram)	AH.L.EH.K.T.R.OW.K.AA.T.D.IY.AH.G.R.AE.M	AH0.L.EH2.K.T.R.OW0.K.AA1.T.D.IY0.AH0.G.R.AE2.M	7	17	0	0	0	0	0	0	0	0	0.00369398	0.00213081	0.00352545	0.00311455	0.00278061	0.00142565	0.00255674	0.00225441	0.00020608	0.00007984	0.00018824	0.00015420	0.00007985	0.00002303	0.00006791	0.00004934	0.05878225	0.04680008	0.05084290	0.04946667	0.05648524	0.04453993	0.04866574	0.04716399	64979139.95588236	0.09770688	0.10358056	0.11044418	64979164.42647060	0.09770688	0.10358056	0.11044418			
31	ahlehktrowkaazdiyahgraem (w:electrocardiogram)	AH.L.EH.K.T.R.OW.K.AA.Z.D.IY.AH.G.R.AE.M	AH0.L.EH2.K.T.R.OW0.K.AA1.Z.D.IY0.AH0.G.R.AE2.M	7	17	0	0	0	0	0	0	0	0	0.00370019	0.00205495	0.00351243	0.00309048	0.00279959	0.00135534	0.00255273	0.00223453	0.00020438	0.00010331	0.00019153	0.00016918	0.00007868	0.00004570	0.00007135	0.00006456	0.05735946	0.04240875	0.04758577	0.04509230	0.05506245	0.04014877	0.04540888	0.04278975	64979150.30882354	0.09770688	0.10358056	0.11044418	64979131.48529412	0.09770688	0.10358056	0.11044418			
32	ahlehktrowkahrdiyahgraem (w:electrocardiogram)	AH.L.EH.K.T.R.OW.K.AH.R.D.IY.AH.G.R.AE.M	AH0.L.EH2.K.T.R.OW0.K.AH0.R.D.IY0.AH0.G.R.AE2.M	7	17	0	0	0	0	0	0	0	0	0.00417222	0.00232327	0.00401590	0.00356398	0.00314654	0.00141177	0.00287165	0.00245696	0.00021346	0.00008405	0.00019778	0.00016377	0.00007962	0.00002059	0.00006567	0.00004525	0.06113250	0.04780719	0.05293637	0.05089341	0.05872348	0.04551898	0.05070263	0.04855679	32489586.08088235	0.10368893	0.10997442	0.11404562	32489584.19852941	0.10368893	0.10997442	0.11404562			
33	ahlehktrowkehrdiyahgraem (w:electrocardiogram)	AH.L.EH.K.T.R.OW.K.EH.R.D.IY.AH.G.R.AE.M	AH0.L.EH2.K.T.R.OW0.K.EH2.R.D.IY0.AH0.G.R.AE2.M	7	17	0	0	0	0	0	0	0	0	0.00397510	0.00227641	0.00390296	0.00351661	0.00276021	0.00113930	0.00250504	0.00215928	0.00022299	0.00010487	0.00021674	0.00019360	0.00008126	0.00002092	0.00006741	0.00004592	0.05370004	0.04011310	0.04468128	0.04273219	0.05114326	0.03776296	0.04234874	0.04032998	32489577.61764706	0.11515454	0.12148337	0.13085234	32489535.26470588	0.11515454	0.12148337	0.13085234			
34	ahlehktrowkeyrdiyahgraem (w:electrocardiogram)	AH.L.EH.K.T.R.OW.K.EY.R.D.IY.AH.G.R.AE.M	AH0.L.EH2.K.T.R.OW0.K.EY2.R.D.IY0.AH0.G.R.AE2.M	7	17	0	0	0	0	0	0	0	0	0.00375839	0.00197176	0.00358918	0.00316895	0.00271942	0.00112127	0.00246083	0.00211649	0.00021051	0.00012371	0.00019617	0.00016656	0.00007903	0.00002059	0.00006558	0.00004522	0.05483453	0.04116602	0.04588789	0.04391275	0.05180057	0.03831994	0.04306283	0.04098483	64979127.72058824	0.09770688	0.10358056	0.11044418	64979163.48529412	0.09770688	0.10358056	0.11044418			
35	ahlehktrowkihrdiyahgraem (w:electrocardiogram)	AH.L.EH.K.T.R.OW.K.IH.R.D.IY.AH.G.R.AE.M	AH0.L.EH2.K.T.R.OW0.K.IH0.R.D.IY0.AH0.G.R.AE2.M	7	17	0	0	0	0	0	0	0	0	0.00388527	0.00210662	0.00380070	0.00346935	0.00278142	0.00120380	0.00255140	0.00225523	0.00021335	0.00008545	0.00019975	0.00016635	0.00007903	0.00002059	0.00006558	0.00004522	0.05819557	0.04284622	0.04836951	0.04573432	0.05553236	0.04007049	0.04589450	0.04300407	64979150.30882354	0.09770688	0.10358056	0.11044418	64979131.48529412	0.09770688	0.10358056	0.11044418			
36	ahlehktrowkiyrdiyahgraem (w:electrocardiogram)	AH.L.EH.K.T.R.OW.K.IY.R.D.IY.AH.G.R.AE.M	AH0.L.EH2.K.T.R.OW0.K.IY0.R.D.IY0.AH0.G.R.AE2.M	7	17	0	0	0	0	0	0	0	0	0.00374151	0.00204511	0.00360047	0.00319218	0.00272911	0.00113347	0.00249380	0.00213780	0.00020847	0.00008136	0.00019274	0.00015759	0.00007915	0.00002059	0.00006558	0.00004522	0.05647794	0.04546085	0.04837794	0.04785341	0.05410644	0.04317880	0.04615803	0.04552740	64979161.60294118	0.09770688	0.10358056	0.11044418	64979165.36764706	0.09770688	0.10358056	0.11044418			
37	ahlehktrowkuwrdiyahgraem (w:electrocardiogram)	AH.L.EH.K.T.R.OW.K.UW.R.D.IY.AH.G.R.AE.M	AH0.L.EH2.K.T.R.OW0.K.UW0.R.D.IY0.AH0.G.R.AE2.M	7	17	0	0	0	0	0	0	0	0	0.00367884	0.00188447	0.00351732	0.00310293	0.00267984	0.00111623	0.00243362	0.00210250	0.00020642	0.00008039	0.00018992	0.00015580	0.00007903	0.00002059	0.00006558	0.00004522	0.05350389	0.04007204	0.04459508	0.04269366	0.05110615	0.03775900	0.04234218	0.04032879	32489570.08088235	0.12313061	0.12659846	0.13325330	64979130.54411764	0.09770688	0.10358056	0.11044418			
38	ahlehktrowlaardiyahgraem (w:electrocardiogram)	AH.L.EH.K.T.R.OW.L.AA.R.D.IY.AH.G.R.AE.M	AH0.L.EH2.K.T.R.OW0.L.AA1.R.D.IY0.AH0.G.R.AE2.M	7	17	0	0	0	0	0	0	0	0	0.00410586	0.00231472	0.00398931	0.00359211	0.00300093	0.00152142	0.00283093	0.00252919	0.00023831	0.00010159	0.00022910	0.00019189	0.00009949	0.00003764	0.00009286	0.00007533	0.05478014	0.04379026	0.04635490	0.04600219	0.05248305	0.04153036	0.04417824	0.04369969	64979143.72058824	0.09770688	0.10358056	0.11044418	64979132.42647060	0.09770688	0.10358056	0.11044418			
39	ahlehktrowlaegnahtihzahm (w:electromagnetism)	AH.L.EH.K.T.R.OW.L.AE.G.N.AH.T.IH.Z.AH.M	AH0.L.EH2.K.T.R.OW0.L.AE1.G.N.AH0.T.IH2.Z.AH0.M	7	17	0	0	0	0	0	0	0	0	0.00504624	0.00427269	0.00472590	0.00419348	0.00350318	0.00187193	0.00316747	0.00258328	0.00026044	0.00010505	0.00022517	0.00018339	0.00011231	0.00003343	0.00008385	0.00005979	0.06685795	0.07741956	0.06615045	0.07839379	0.06129745	0.07406996	0.06128149	0.07489982	64979150.36029412	0.12761715	0.14450128	0.14885954	64979069.41176470	0.11316052	0.13043478	0.13205282			
