Indx	Word	UnTrn	StTrn	NSyll	NPhon	unsDENS	unsFDEN	unsLDEN	unsCDEN	strDENS	strFDEN	strLDEN	strCDEN	unsBPAV	unsFBPAV	unsLBPAV	unsCBPAV	strBPAV	strFBPAV	strLBPAV	strCBPAV	unsTPAV	unsFTPAV	unsLTPAV	unsCTPAV	strTPAV	strFTPAV	strLTPAV	strCTPAV	unsPOSPAV	unsFPOSPAV	unsLPOSPAV	unsCPOSPAV	strPOSPAV	strFPOSPAV	strLPOSPAV	strCPOSPAV	unsLCPOSPAV	unsFLCPOSPAV	unsLLCPOSPAV	unsCLCPOSPAV	strLCPOSPAV	strFLCPOSPAV	strLLCPOSPAV	strCLCPOSPAV			
11	aadTH (w:odds)	AA.D.TH	AA1.D.TH	1	3	3	43.1	2.72	1627	3	43.1	2.72	1627	0.00044701	0.00065430	0.00049902	0.00071522	0.00037643	0.00043250	0.00041565	0.00047944	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00852052	0.00999904	0.00810210	0.00762665	0.00728007	0.00962276	0.00730794	0.00716607	0.01263158	0.00705657	0.00925451	0.00675280	0.01246160	0.00704538	0.00910657	0.00670523			
12	aadv (w:odds)	AA.D.V	AA1.D.V	1	3	3	43.1	2.72	1627	3	43.1	2.72	1627	0.00059445	0.00068895	0.00061318	0.00080550	0.00052991	0.00046557	0.00053315	0.00057144	0.00000340	0.00000031	0.00000227	0.00000068	0.00000176	0.00000028	0.00000208	0.00000062	0.01452126	0.01534686	0.01381184	0.01433238	0.01327683	0.01496744	0.01300614	0.01386281	0.01375439	0.01188679	0.01018629	0.01077197	0.01358205	0.01187499	0.01003740	0.01072361			
13	aakch (w:ox)	AA.K.CH	AA1.K.CH	1	3	4	12.84	2.05	347	4	12.84	2.05	347	0.00094522	0.00055716	0.00099864	0.00092030	0.00075771	0.00051492	0.00090395	0.00089679	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01629241	0.00997262	0.01506031	0.01306425	0.01503186	0.00949494	0.01423269	0.01255556	0.01487719	0.00635234	0.01359027	0.01123839	0.01469827	0.00618321	0.01342159	0.01115427			
14	aakd (w:ox)	AA.K.D	AA1.K.D	1	3	4	33.19	2.78	1147	4	33.19	2.78	1147	0.00084899	0.00043630	0.00087739	0.00073677	0.00065754	0.00039960	0.00077915	0.00070976	0.00000340	0.00000012	0.00000111	0.00000030	0.00000353	0.00000011	0.00000113	0.00000031	0.02626118	0.03122875	0.02488457	0.02552775	0.02499403	0.03073863	0.02403710	0.02500236	0.03017544	0.04049059	0.03091763	0.03494042	0.02996438	0.04031720	0.03073125	0.03485167			
15	aakg (w:ox)	AA.K.G	AA1.K.G	1	3	4	9.78	1.59	243	4	9.78	1.59	243	0.00081174	0.00043661	0.00086559	0.00073718	0.00061876	0.00039989	0.00076701	0.00071018	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01962399	0.01002132	0.01772934	0.01411467	0.01836124	0.00954362	0.01689632	0.01360457	0.01614035	0.00444254	0.01231927	0.00707831	0.01595878	0.00427366	0.01215189	0.00699501			
16	aakk (w:ox)	AA.K.K	AA1.K.K	1	3	3	17.54	2.71	404	3	17.54	2.71	404	0.00081485	0.00043341	0.00086089	0.00072890	0.00062200	0.00039684	0.00076217	0.00070175	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.03205410	0.02534966	0.03114090	0.02938085	0.03078311	0.02486297	0.03028079	0.02885030	0.03017544	0.02219511	0.03134272	0.02640747	0.02996438	0.02202400	0.03115592	0.02632039			
17	aakl (w:ox)	AA.K.L	AA1.K.L	1	3	3	9.15	1.38	230	3	9.15	1.38	230	0.00212171	0.00094181	0.00211304	0.00179689	0.00198232	0.00088193	0.00205093	0.00179006	0.00000851	0.00000099	0.00000652	0.00000178	0.00000529	0.00000065	0.00000416	0.00000115	0.03628189	0.02613398	0.03598078	0.03237815	0.03500811	0.02564684	0.03511089	0.03184358	0.03045614	0.01860875	0.03242765	0.02744166	0.03024449	0.01843809	0.03223974	0.02735437			
18	aakm (w:ox)	AA.K.M	AA1.K.M	1	3	5	75.25	3.43	2184	4	74.56	3.2	2175	0.00086296	0.00043710	0.00088442	0.00073763	0.00067208	0.00040036	0.00078639	0.00071064	0.00000681	0.00000005	0.00000055	0.00000012	0.00000706	0.00000005	0.00000057	0.00000012	0.02917712	0.02586924	0.02794214	0.02614195	0.02790804	0.02538225	0.02708849	0.02561574	0.02273684	0.02480621	0.02388134	0.02333972	0.02254141	0.02463478	0.02370215	0.02325323			
19	aakn (w:ox)	AA.K.N	AA1.K.N	1	3	5	6965	5.27	8605	5	6965	5.27	8605	0.00093436	0.00046011	0.00096630	0.00079833	0.00074640	0.00042231	0.00087067	0.00077250	0.00000170	0.00000009	0.00000080	0.00000021	0.00000176	0.00000009	0.00000082	0.00000022	0.04360747	0.04272629	0.04342132	0.04302881	0.04232884	0.04222942	0.04253640	0.04247998	0.03354386	0.04006804	0.03857939	0.03944060	0.03332572	0.03989471	0.03838520	0.03935097			
20	aakr (w:ox)	AA.K.R	AA1.K.R	1	3	4	6691.31	10.61	17914	4	6691.31	10.61	17914	0.00245851	0.00102393	0.00248078	0.00195112	0.00233289	0.00096028	0.00242942	0.00194722	0.00002383	0.00000486	0.00002441	0.00000951	0.00002470	0.00000469	0.00002502	0.00000968	0.03860686	0.03770305	0.03883458	0.03562830	0.03733153	0.03720913	0.03795893	0.03508938	0.02035088	0.03706711	0.02411751	0.02644599	0.02016046	0.03689415	0.02393808	0.02635890			
21	aakt (w:ox)	AA.K.T	AA1.K.T	1	3	18	285.21	11.56	8440	18	285.21	11.56	8440	0.00283567	0.00144502	0.00292808	0.00280760	0.00272548	0.00136207	0.00288980	0.00282000	0.00008681	0.00018663	0.00012904	0.00019446	0.00006880	0.00017729	0.00012025	0.00019106	0.03406084	0.05008649	0.03348278	0.03534851	0.03278853	0.04958531	0.03261794	0.03480997	0.03340351	0.06813642	0.03992195	0.04601043	0.03318567	0.06795958	0.03972639	0.04591952			
22	aakTH (w:ox)	AA.K.TH	AA1.K.TH	1	3	3	9.15	1.38	230	3	9.15	1.38	230	0.00082261	0.00044296	0.00087932	0.00075178	0.00063008	0.00040595	0.00078115	0.00072507	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01544815	0.01184085	0.01390787	0.01187696	0.01418816	0.01136208	0.01308258	0.01136986	0.01389474	0.00953738	0.01125868	0.00858691	0.01371788	0.00936785	0.01109238	0.00850331			
23	aakv (w:ox)	AA.K.V	AA1.K.V	1	3	3	9.15	1.38	230	3	9.15	1.38	230	0.00080864	0.00043281	0.00085568	0.00072743	0.00061553	0.00039626	0.00075681	0.00070025	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.02144889	0.01718867	0.01961760	0.01858269	0.02018493	0.01670677	0.01878078	0.01806660	0.01501754	0.01436760	0.01219046	0.01260608	0.01483833	0.01419747	0.01202320	0.01252170			
24	aalaw (w:allah)	AA.L.AW	AA1.L.AW1	2	3	6	53.33	3.64	1865	6	53.33	3.64	1865	0.00124478	0.00041262	0.00111873	0.00088829	0.00113090	0.00037378	0.00103536	0.00085490	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.02040315	0.01333407	0.01950788	0.01666376	0.01907599	0.01265942	0.01862179	0.01608325	0.01501754	0.00242311	0.01023853	0.00705702	0.01467669	0.00228639	0.00998196	0.00690186			
25	aaley (w:allah)	AA.L.EY	AA1.L.EY1	2	3	10	445.05	9.72	8005	9	443.66	9.34	7958	0.00238401	0.00112225	0.00215650	0.00203684	0.00187568	0.00101682	0.00188055	0.00192374	0.00000170	0.00000001	0.00000006	0.00000002	0.00000000	0.00000000	0.00000000	0.00000000	0.02412439	0.01669400	0.02408222	0.02181618	0.02276232	0.01601929	0.02319810	0.02123386	0.01740351	0.00707750	0.01415171	0.01150249	0.01705764	0.00694037	0.01389544	0.01134446			
26	aanaw (w:ana)	AA.N.AW	AA1.N.AW1	2	3	5	10260.48	10.35	18690	5	10260.48	10.35	18690	0.00191218	0.00509863	0.00180963	0.00186349	0.00135547	0.00479269	0.00151003	0.00172378	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.02666578	0.02137207	0.01970213	0.01714444	0.02532096	0.02025013	0.01881500	0.01655867	0.00982456	0.01425555	0.00769910	0.00575243	0.00951198	0.01336365	0.00746579	0.00562291			
27	aaney (w:ana)	AA.N.EY	AA1.N.EY1	2	3	7	7066.77	8.64	10597	5	7065.14	8.17	10541	0.00252370	0.00473790	0.00231690	0.00218247	0.00165597	0.00441636	0.00181376	0.00195552	0.00000851	0.00000033	0.00000264	0.00000076	0.00000353	0.00000002	0.00000025	0.00000006	0.03038702	0.02473201	0.02427647	0.02229686	0.02900729	0.02361000	0.02339130	0.02170927	0.01221052	0.01890994	0.01161228	0.01019791	0.01189293	0.01801764	0.01137927	0.01006551			
28	aarg (w:arc)	AA.R.G	AA1.R.G	1	3	11	6871.88	18.07	23020	11	6871.88	18.07	23020	0.00296450	0.00334322	0.00330850	0.00336454	0.00226181	0.00308855	0.00287509	0.00319263	0.00008341	0.00004389	0.00010753	0.00008029	0.00007056	0.00004065	0.00009768	0.00007860	0.03906397	0.02018111	0.03718119	0.03172681	0.03774640	0.01913804	0.03624388	0.03102395	0.02315789	0.01114837	0.01946390	0.01476638	0.02293812	0.01055150	0.01923107	0.01453204			
29	aarl (w:arc)	AA.R.L	AA1.R.L	1	3	9	6896.72	18.75	23246	9	6896.72	18.75	23246	0.00315851	0.00363346	0.00354596	0.00364432	0.00225858	0.00305720	0.00287618	0.00308397	0.00009703	0.00010420	0.00014503	0.00008696	0.00009526	0.00010053	0.00014735	0.00008828	0.05572187	0.03629377	0.05543263	0.04999028	0.05439327	0.03524126	0.05445845	0.04926296	0.03747368	0.02531458	0.03957228	0.03512972	0.03722383	0.02471594	0.03931892	0.03489140			
30	aarr (w:arc)	AA.R.R	AA1.R.R	1	3	7	187.29	8.07	5271	7	187.29	8.07	5271	0.00271927	0.00318262	0.00301910	0.00306396	0.00206148	0.00293606	0.00260516	0.00288688	0.00000170	0.00000014	0.00000117	0.00000033	0.00000176	0.00000013	0.00000120	0.00000034	0.05804684	0.04786284	0.05828643	0.05324043	0.05671669	0.04680355	0.05730649	0.05250875	0.02736842	0.04377294	0.03126213	0.03413406	0.02713980	0.04317200	0.03101726	0.03389593			
31	aarzh (w:arc)	AA.R.ZH	AA1.R.ZH	1	3	8	6869.45	17.3	22955	8	6869.45	17.3	22955	0.00267426	0.00317126	0.00297337	0.00304036	0.00206471	0.00293622	0.00260681	0.00288712	0.00000170	0.00000004	0.00000037	0.00000009	0.00000000	0.00000000	0.00000000	0.00000000	0.03325806	0.01763915	0.03159793	0.02715633	0.03194433	0.01659756	0.03067190	0.02645960	0.01473684	0.00960278	0.01293143	0.01103332	0.01453475	0.00900610	0.01270527	0.01079971			
32	aataw (w:otter)	AA.T.AW	AA1.T.AW1	2	3	3	9.46	1.62	107	3	9.46	1.62	107	0.00066585	0.00234540	0.00078797	0.00114513	0.00052668	0.00221582	0.00069630	0.00111532	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01383708	0.01819509	0.01403740	0.01402719	0.01252843	0.01724994	0.01318065	0.01347554	0.00884211	0.00118366	0.00582088	0.00349038	0.00853487	0.00112604	0.00560478	0.00340529			
33	aatey (w:otter)	AA.T.EY	AA1.T.EY1	2	3	6	528.91	5.29	7096	4	525.11	4.38	6956	0.00163125	0.00316182	0.00167919	0.00214194	0.00123430	0.00297684	0.00147066	0.00207806	0.00000170	0.00000061	0.00000326	0.00000141	0.00000000	0.00000000	0.00000000	0.00000000	0.01755831	0.02155502	0.01861174	0.01917961	0.01621475	0.02060981	0.01775695	0.01862615	0.01122807	0.00583806	0.00973406	0.00793585	0.01091582	0.00578003	0.00951826	0.00784789			
34	aavah (w:allah)	AA.V.AH	AA1.V.AH0	2	3	12	19.88	4.08	431	12	19.88	4.08	431	0.00108801	0.00042072	0.00104597	0.00082276	0.00107921	0.00039651	0.00104407	0.00082423	0.00004426	0.00000833	0.00004144	0.00001730	0.00003705	0.00000773	0.00003977	0.00001662	0.02103893	0.02383902	0.01858720	0.01718413	0.01575893	0.01250724	0.01380403	0.01189410	0.01164912	0.00242490	0.00622972	0.00381459	0.01134302	0.00229791	0.00606375	0.00372905			
35	aaver (w:honor)	AA.V.ER	AA1.V.ER0	2	3	8	2132.27	8.96	17673	7	2131.68	8.76	17650	0.00148070	0.00122421	0.00133205	0.00139473	0.00117776	0.00111943	0.00113650	0.00130073	0.00000511	0.00000144	0.00000719	0.00000343	0.00000529	0.00000139	0.00000737	0.00000349	0.01295352	0.01760420	0.01088654	0.01157668	0.01049553	0.01682395	0.00931374	0.01073756	0.01754386	0.01393917	0.01298834	0.01257580	0.01638504	0.01379129	0.01238222	0.01237916			
36	aavm (w:arm)	AA.V.M	AA1.V.M	1	3	2	66.8	2.2	1992	2	66.8	2.2	1992	0.00011486	0.00002150	0.00010547	0.00005192	0.00009694	0.00001991	0.00010195	0.00005115	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.02269498	0.02870770	0.02184988	0.02325366	0.02144417	0.02806275	0.02102889	0.02275906	0.02091228	0.02414615	0.02201270	0.02339951	0.02072678	0.02401685	0.02185063	0.02331185			
37	aavow (w:abo)	AA.V.OW	AA1.V.OW0	2	3	5	9.1	1.58	136	3	1.67	0.49	56	0.00023747	0.00003941	0.00017817	0.00008536	0.00011148	0.00001838	0.00009101	0.00004256	0.00000340	0.00000486	0.00000867	0.00000814	0.00000176	0.00000462	0.00000819	0.00000811	0.01168713	0.01209703	0.01017667	0.01024950	0.00703636	0.00973985	0.00574007	0.00626308	0.01207018	0.00333438	0.00874023	0.00689710	0.00840185	0.00221528	0.00504713	0.00357027			
38	aavs (w:ox)	AA.V.S	AA1.V.S	1	3	4	15	2.46	414	4	15	2.46	414	0.00010554	0.00001427	0.00007580	0.00003206	0.00008724	0.00001301	0.00007140	0.00003091	0.00000340	0.00000015	0.00000123	0.00000035	0.00000353	0.00000014	0.00000126	0.00000035	0.03358593	0.03243453	0.03037023	0.03115824	0.03232792	0.03178741	0.02953203	0.03065305	0.02694737	0.02021918	0.02436004	0.02363020	0.02674919	0.02009037	0.02419557	0.02354250			
39	aavt (w:art)	AA.V.T	AA1.V.T	1	3	4	72.82	2.47	1677	4	72.82	2.47	1677	0.00009778	0.00001364	0.00007081	0.00003035	0.00007916	0.00001241	0.00006627	0.00002917	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.02757870	0.05292495	0.02739053	0.03246022	0.02632466	0.05226582	0.02655835	0.03195329	0.03157895	0.06747637	0.03805332	0.04607022	0.03137104	0.06734165	0.03787487	0.04597813			
40	aavz (w:ares)	AA.V.Z	AA1.V.Z	1	3	8	65.85	5.18	2306	8	65.85	5.18	2306	0.00038026	0.00016431	0.00039487	0.00039209	0.00037320	0.00015617	0.00039980	0.00039779	0.00000340	0.00000001	0.00000012	0.00000003	0.00000353	0.00000001	0.00000013	0.00000003	0.01438226	0.02182824	0.01445176	0.01759922	0.01313696	0.02118733	0.01364572	0.01711219	0.02961404	0.02006859	0.02558380	0.02706054	0.02941025	0.01993980	0.02541809	0.02697216			
41	aebaw (w:abbe)	AE.B.AW	AE1.B.AW1	2	3	8	41.77	4.62	914	7	41.77	4.62	914	0.00059290	0.00087259	0.00055814	0.00045483	0.00043621	0.00079971	0.00047429	0.00038790	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01189909	0.01248873	0.01020517	0.00903352	0.00862837	0.01174134	0.00819880	0.00794595	0.00940351	0.01554754	0.00631085	0.00448440	0.00910143	0.01553510	0.00623860	0.00447070			
42	aedah (w:ada)	AE.D.AH	AE0.D.AH0	2	3	13	198.65	13.93	4576	2	47.35	2.51	1074	0.00272392	0.00179551	0.00295438	0.00259244	0.00195646	0.00063044	0.00205253	0.00145730	0.00013277	0.00006351	0.00016464	0.00008930	0.00000176	0.00000002	0.00000019	0.00000006	0.02490518	0.02272774	0.02224472	0.01867957	0.01442569	0.00351563	0.01248760	0.00815885	0.01417544	0.01569253	0.00841722	0.00473811	0.00825685	0.00023264	0.00342074	0.00063678			
43	aedd (w:adds)	AE.D.D	AE1.D.D	1	3	5	13407.92	7.02	9182	5	13407.92	7.02	9182	0.00055565	0.00086416	0.00070575	0.00085070	0.00040874	0.00078394	0.00055817	0.00076248	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.02364528	0.03295593	0.02244983	0.02413490	0.02041797	0.03224990	0.02044525	0.02303419	0.03087719	0.05309816	0.03123648	0.03592372	0.03067053	0.05308205	0.03119552	0.03590657			
44	aedg (w:adds)	AE.D.G	AE1.D.G	1	3	4	58.24	4.88	2168	4	58.24	4.88	2168	0.00056341	0.00084405	0.00070248	0.00083380	0.00041682	0.00076476	0.00055480	0.00074526	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01700810	0.01174850	0.01529460	0.01272183	0.01378518	0.01105489	0.01330447	0.01163641	0.01684211	0.01705012	0.01263813	0.00806161	0.01666493	0.01703851	0.01261616	0.00804991			
45	aedk (w:adds)	AE.D.K	AE1.D.K	1	3	6	541.14	7.55	9168	6	541.14	7.55	9168	0.00062394	0.00085247	0.00073936	0.00085535	0.00047983	0.00077279	0.00059276	0.00076723	0.00000170	0.00000008	0.00000074	0.00000020	0.00000176	0.00000008	0.00000076	0.00000020	0.02943820	0.02707683	0.02870616	0.02798801	0.02620705	0.02637425	0.02668894	0.02688214	0.03087719	0.03480269	0.03166158	0.02739078	0.03067053	0.03478885	0.03162019	0.02737529			
46	aedl (w:adds)	AE.D.L	AE1.D.L	1	3	5	161.3	6.63	2956	5	161.3	6.63	2956	0.00092815	0.00090395	0.00097300	0.00099344	0.00079648	0.00082191	0.00083323	0.00090794	0.00002213	0.00001053	0.00002828	0.00002652	0.00002293	0.00001018	0.00002899	0.00002697	0.03366600	0.02786116	0.03354604	0.03098530	0.03043205	0.02715811	0.03151904	0.02987542	0.03115790	0.03121633	0.03274651	0.02842496	0.03095064	0.03120294	0.03270401	0.02840927			
47	aedm (w:adds)	AE.D.M	AE1.D.M	1	3	5	1200.79	9.17	10459	5	1200.79	9.17	10459	0.00069534	0.00089186	0.00084992	0.00093779	0.00055415	0.00081038	0.00070655	0.00085123	0.00005277	0.00001739	0.00006375	0.00003588	0.00001940	0.00000659	0.00002237	0.00000929	0.02656122	0.02759641	0.02550740	0.02474911	0.02333198	0.02689352	0.02349664	0.02364757	0.02343860	0.03741378	0.02420020	0.02432302	0.02324756	0.03739963	0.02416642	0.02430813			
48	aedn (w:adds)	AE.D.N	AE1.D.N	1	3	4	1967.55	10.59	10881	4	1967.55	10.59	10881	0.00064412	0.00088426	0.00081144	0.00090839	0.00050083	0.00080312	0.00066695	0.00082127	0.00000851	0.00000360	0.00001316	0.00000856	0.00000882	0.00000348	0.00001349	0.00000871	0.04099158	0.04445346	0.04098658	0.04163597	0.03775278	0.04374070	0.03894455	0.04051182	0.03424561	0.05267562	0.03889825	0.04042390	0.03403188	0.05265956	0.03884947	0.04040587			
49	aedr (w:adds)	AE.D.R	AE1.D.R	1	3	3	57.1	4.55	2134	3	57.1	4.55	2134	0.00129755	0.00140590	0.00159138	0.00184213	0.00118099	0.00130085	0.00146969	0.00177277	0.00002043	0.00001528	0.00002146	0.00002998	0.00001940	0.00001473	0.00002168	0.00003040	0.03599096	0.03943023	0.03639984	0.03423545	0.03275547	0.03872041	0.03436708	0.03312121	0.02105263	0.04967469	0.02443636	0.02742930	0.02086661	0.04965900	0.02440235	0.02741380			
50	aedt (w:adds)	AE.D.T	AE1.D.T	1	3	10	3665.91	16.29	19929	10	3665.91	16.29	19929	0.00058048	0.00084390	0.00071062	0.00083797	0.00043459	0.00076461	0.00056318	0.00074952	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.03144494	0.05181366	0.03104804	0.03395567	0.02821247	0.05109659	0.02902609	0.03284180	0.03410526	0.08074400	0.04024081	0.04699373	0.03389182	0.08072443	0.04019066	0.04697442			
51	aedTH (w:adds)	AE.D.TH	AE1.D.TH	1	3	3	57.1	4.55	2134	3	57.1	4.55	2134	0.00056496	0.00084139	0.00069545	0.00083139	0.00041844	0.00076222	0.00054757	0.00074281	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01283226	0.01356803	0.01147313	0.01048412	0.00961210	0.01287336	0.00949073	0.00940169	0.01459649	0.02214495	0.01157753	0.00957022	0.01442403	0.02213270	0.01155665	0.00955821			
52	aeduw (w:adieu)	AE.D.UW	AE0.D.UW1	2	3	7	6255.16	13.66	12649	3	6195.49	8.56	10486	0.00082416	0.00234201	0.00099381	0.00122689	0.00031504	0.00146038	0.00039474	0.00048374	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01565079	0.01239289	0.01441157	0.01306386	0.00855223	0.00378030	0.00813436	0.00710162	0.01207018	0.01840384	0.01220588	0.01121357	0.00587590	0.00290320	0.00687238	0.00693401			
