,Word,CobLog,CompCnt,PhonDISC,Class,SylCnt,num_phones,num_sylls_est,log_prob,surprisal
8218,coercive,0.0,2,k53sIv,A,3,6,3,-9.698396654429809,9.698396654429809
8219,coercively,0.0,2,k53sIvlI,ADV,4,8,4,-11.148711867658225,11.148711867658225
8220,coerciveness,0.0,2,k53sIvnIs,N,4,9,4,-12.678568188607011,12.678568188607011
8221,coeternal,0.0,2,k5It3nP,A,4,7,3,-10.512014566507387,10.512014566507387
8222,coeternally,0.0,2,k5It3nPI,ADV,5,8,4,-12.60410260783089,12.60410260783089
8223,coeval,0.0,1,k5ivP,N,3,5,2,-8.550568330182022,8.550568330182022
8224,coeval,0.0,0,k5ivP,A,3,5,2,-8.550568330182022,8.550568330182022
8225,coexist,0.3,2,k5IgzIst,V,3,8,3,-10.566313064579827,10.566313064579827
8226,coexistence,0.0,2,k5IgzIst@ns,N,4,11,4,-13.258946252748393,13.258946252748393
8227,coexistent,0.0,2,k5IgzIst@nt,A,4,11,4,-12.997175898963619,12.997175898963619
8228,C of E,0.0,0,siQvi,,3,5,3,-10.284441724650497,10.284441724650497
8229,coffee,1.96,1,kQfI,N,2,4,2,-5.270356885628653,5.270356885628653
8230,coffee bar,0.0,2,kQfIb#R,N,3,7,3,-9.730983887146602,9.730983887146602
8231,coffee bean,0.0,2,kQfIbin,N,3,7,3,-10.103139543229501,10.103139543229501
8232,coffee break,0.0,2,kQfIbr1k,N,3,8,3,-10.98746080614719,10.98746080614719
8233,coffee-house,0.0,2,kQfIh6s,N,3,7,3,-10.008914965855743,10.008914965855743
8234,coffee-mill,0.0,2,kQfImIl,N,3,7,3,-9.24006734970154,9.24006734970154
8235,coffeepot,0.0,2,kQfIpQt,N,3,7,3,-9.421964674301694,9.421964674301694
8236,coffee shop,0.0,2,kQfISQp,N,3,7,3,-10.379723225431727,10.379723225431727
8237,coffee-stall,0.0,2,kQfIst$l,N,3,8,3,-10.152786978813955,10.152786978813955
8238,coffee table,0.0,2,kQfIt1bP,N,4,8,3,-10.163744403550918,10.163744403550918
8239,coffee-table book,0.0,2,kQfIt1bPbUk,N,5,11,4,-16.084265894898692,16.084265894898692
8240,coffee tree,0.0,2,kQfItri,N,3,7,3,-9.300238722871182,9.300238722871182
8241,coffer,0.0,0,kQf@R,N,2,5,2,-5.782393303248378,5.782393303248378
8242,cofferdam,0.0,2,kQf@d{m,N,3,7,3,-10.419496985246814,10.419496985246814
8243,coffers,0.0,1,kQf@z,N,2,5,2,-7.437167581223069,7.437167581223069
8244,coffin,0.95,1,kQfIn,N,2,5,2,-6.467752177466089,6.467752177466089
8245,cog,0.3,1,kQg,N,1,3,1,-4.758487247957293,4.758487247957293
8246,cogency,0.0,2,k5_@nsI,N,3,7,3,-8.962622710541904,8.962622710541904
8247,cogent,0.0,0,k5_@nt,A,2,6,2,-7.715199826655199,7.715199826655199
8248,cogently,0.0,2,k5_@ntlI,ADV,3,8,3,-9.674126474494825,9.674126474494825
8249,cogitate,0.0,0,kQ_It1t,V,3,7,3,-8.505876327856853,8.505876327856853
8250,cogitation,0.0,2,kQ_It1SH,N,4,8,3,-8.359919597466805,8.359919597466805
8251,cognac,0.3,1,kQnj{k,N,2,6,2,-8.759772410100297,8.759772410100297
8252,cognate,0.0,1,kQgn1t,N,2,6,2,-7.849642502283123,7.849642502283123
8253,cognate,0.0,0,kQgn1t,A,2,6,2,-7.849642502283123,7.849642502283123
8254,cognition,0.0,0,kQgnISH,N,3,7,2,-7.735983860369901,7.735983860369901
8255,cognizance,0.0,2,kQgnIz@ns,N,3,9,3,-10.464914275182293,10.464914275182293
8256,cognizant,0.0,2,kQgnIz@nt,A,3,9,3,-10.203143921397519,10.203143921397519
8257,cognize,0.0,0,kQgn2z,V,2,6,2,-7.987698332609127,7.987698332609127
8258,cognomen,0.0,1,kQgn5mEn,N,3,8,3,-10.872181565263547,10.872181565263547
8259,cognoscenti,0.0,1,kQnj5SEnti,N,4,10,4,-14.98433782264265,14.98433782264265
8260,cogwheel,0.0,2,kQgwil,N,2,6,2,-8.806146898067528,8.806146898067528
8261,cohabit,0.0,2,k5h{bIt,V,3,7,3,-9.90935432573863,9.90935432573863
8262,cohabitation,0.0,2,k5h{bIt1SH,N,5,10,4,-11.960019037380258,11.960019037380258
8263,cohere,0.0,0,k5h7R,V,2,5,2,-7.371721794805759,7.371721794805759
8264,coherence,0.48,2,k5h7r@ns,N,3,8,3,-10.379917053026434,10.379917053026434
8265,coherency,0.0,2,k5h7r@nsI,N,4,9,4,-11.365569583128366,11.365569583128366
8266,coherent,0.9,2,k5h7r@nt,A,3,8,3,-10.11814669924166,10.11814669924166
8267,coherently,0.0,2,k5h7r@ntlI,ADV,4,10,4,-12.077073347081287,12.077073347081287
8268,cohesion,0.48,2,k5hiZH,N,3,6,2,-9.307557996539012,9.307557996539012
8269,cohesive,0.3,2,k5hisIv,A,3,7,3,-10.600724306438256,10.600724306438256
8270,cohesively,0.0,2,k5hisIvlI,ADV,4,9,4,-12.051039519666672,12.051039519666672
8271,cohesiveness,0.0,2,k5hisIvnIs,N,4,10,4,-13.580895840615458,13.580895840615458
8272,cohort,0.3,0,k5h$t,N,2,5,2,-7.375118038347141,7.375118038347141
8273,coif,0.0,1,k4f,N,1,3,1,-6.996042582257499,6.996042582257499
8274,coiffeur,0.0,2,kw#f3R,N,2,6,2,-8.533261706267275,8.533261706267275
8275,coiffure,0.0,2,kw#fj9R,N,2,7,2,-8.75378734498162,8.75378734498162
8276,coiffured,0.0,2,kw#fj9d,A,2,7,2,-10.3928445868582,10.3928445868582
8277,coign,0.0,1,k4n,N,1,3,1,-5.451812686756123,5.451812686756123
8278,coil,0.7,1,k4l,N,1,3,1,-5.684138257164682,5.684138257164682
8279,coil,0.7,1,k4l,V,1,3,1,-5.684138257164682,5.684138257164682
8280,coin,1.23,1,k4n,N,1,3,1,-5.451812686756123,5.451812686756123
8281,coin,0.48,1,k4n,V,1,3,1,-5.451812686756123,5.451812686756123
8282,coinage,0.0,2,k4nI_,N,2,5,2,-7.983625239540073,7.983625239540073
8283,coincide,1.04,0,k5Ins2d,V,3,7,3,-9.630061846984555,9.630061846984555
8284,coincidence,1.15,2,k5InsId@ns,N,4,10,4,-12.034579334518588,12.034579334518588
8285,coincident,0.0,2,k5InsId@nt,A,4,10,4,-11.772808980733814,11.772808980733814
8286,coincidental,0.0,2,k5InsIdEntP,A,5,11,4,-13.453485095596914,13.453485095596914
8287,coincidentally,0.0,2,k5InsIdEnt@lI,ADV,6,13,6,-14.433952276132722,14.433952276132722
8288,coiner,0.0,2,k4n@R,N,2,5,2,-6.620727329090457,6.620727329090457
8289,coir,0.0,1,k4@R,N,2,4,2,-5.678429325088905,5.678429325088905
8290,coital,0.0,2,k5ItP,A,3,5,2,-7.502192266627219,7.502192266627219
8291,coition,0.0,0,k5ISH,N,3,5,2,-6.309044895783172,6.309044895783172
8292,coitus,0.0,0,k5It@s,N,3,6,3,-8.155969697695317,8.155969697695317
8293,coitus interruptus,0.0,0,k5It@sInt@rVpt@s,N,7,16,7,-19.070948184166156,19.070948184166156
8294,coke,0.78,1,k5k,N,1,3,1,-4.714029670514543,4.714029670514543
8295,coke,0.0,1,k5k,V,1,3,1,-4.714029670514543,4.714029670514543
8296,col,0.3,1,kQl,N,1,3,1,-4.25244837144997,4.25244837144997
8297,col.,0.7,0,k3nP,,2,4,1,-6.297505195953486,6.297505195953486
8298,cola,0.0,1,k5l@,N,2,4,2,-6.099574366417514,6.099574366417514
8299,colander,0.0,0,kVl@nd@R,N,3,8,3,-8.235200979198204,8.235200979198204
8300,cold,1.36,1,k5ld,N,1,4,1,-5.954187560232549,5.954187560232549
8301,cold,2.22,1,k5ld,A,1,4,1,-5.954187560232549,5.954187560232549
8302,cold,0.6,1,k5ld,ADV,1,4,1,-5.954187560232549,5.954187560232549
8303,cold-blooded,0.0,3,k5ldblVdId,A,3,10,3,-14.554898416551596,14.554898416551596
8304,cold chisel,0.0,2,k5ldJIzP,N,3,8,2,-13.15735561222457,13.15735561222457
8305,cold comfort,0.0,2,k5ldkVmf@t,N,3,10,3,-15.22604107785445,15.22604107785445
8306,cold cream,0.0,2,k5ldkrim,N,2,8,2,-12.266627045210814,12.266627045210814
8307,cold cuts,0.0,2,k5ldkVts,N,2,8,2,-13.170542969973825,13.170542969973825
8308,cold feet,0.0,2,k5ldfit,N,2,7,2,-10.974864858775522,10.974864858775522
8309,cold fish,0.0,2,k5ldfIS,N,2,7,2,-11.049976232965124,11.049976232965124
8310,cold frame,0.0,2,k5ldfr1m,N,2,8,2,-12.354891217363953,12.354891217363953
8311,cold front,0.0,2,k5ldfrVnt,N,2,9,2,-12.171588401640928,12.171588401640928
8312,cold-hearted,0.0,3,k5ldh#tId,A,3,9,3,-12.605736652244799,12.605736652244799
8313,cold-heartedly,0.0,2,k5ldh#tIdlI,ADV,4,11,4,-14.49660032590511,14.49660032590511
8314,cold-heartedness,0.0,2,k5ldh#tIdnIs,N,4,12,4,-16.18029001711994,16.18029001711994
8315,coldly,0.85,2,k5ldlI,ADV,2,6,2,-7.8450512338928595,7.8450512338928595
8316,coldness,0.48,2,k5ldnIs,N,2,7,2,-9.52874092510769,9.52874092510769
8317,cold saw,0.0,2,k5lds$,N,2,6,2,-11.298134666036386,11.298134666036386
8318,cold-shoulder,0.0,1,k5ldS5ld@R,V,3,10,3,-14.55950407010741,14.55950407010741
8319,cold shoulder,0.0,2,k5ldS5ld@R,N,3,10,3,-14.55950407010741,14.55950407010741
8320,cold snap,0.0,2,k5ldsn{p,N,2,8,2,-13.358353236667424,13.358353236667424
8321,cold sore,0.0,2,k5lds$R,N,2,7,2,-10.904118341352723,10.904118341352723
8322,cold steel,0.0,2,k5ldstil,N,2,8,2,-12.337404214211077,12.337404214211077
8323,cold storage,0.0,2,k5ldst$rI_,N,3,10,3,-14.36147026145573,14.36147026145573
8324,cold store,0.0,2,k5ldst$R,N,2,8,2,-11.447598394922519,11.447598394922519
8325,cold sweat,0.0,2,k5ldswEt,N,2,8,2,-12.187851293520634,12.187851293520634
8326,cold war,0.0,2,k5ldw$R,N,2,7,2,-9.88495284773563,9.88495284773563
8327,coleslaw,0.0,0,k5lsl$,N,2,6,2,-10.801190480817537,10.801190480817537
8328,coley,0.0,1,k5lI,N,2,4,2,-4.672134719439448,4.672134719439448
8329,colic,0.48,0,kQlIk,N,2,5,2,-5.505258466367277,5.505258466367277
8330,colicky,0.0,2,kQlIkI,A,3,6,3,-6.580761544986169,6.580761544986169
8331,colitis,0.0,2,kQl2tIs,N,3,7,3,-7.669643246694543,7.669643246694543
8332,collaborate,0.6,3,k@l{b@r1t,V,4,9,4,-10.160727830206483,10.160727830206483
8333,collaboration,0.78,2,k@l{b@r1SH,N,5,10,4,-10.014771099816436,10.014771099816436
8334,collaborationism,0.0,2,k@l{b@r1S@nIz@m,N,7,15,7,-16.406380855746548,16.406380855746548
8335,collaborationist,0.0,2,k@l{b@r1SHIst,N,6,13,5,-13.698830034073868,13.698830034073868
8336,collaborationist,0.0,1,k@l{b@r1S@nIst,A,6,14,6,-14.108427960091326,14.108427960091326
8337,collaborator,0.3,2,k@l{b@r1t@R,N,5,11,5,-11.300952319380677,11.300952319380677
8338,collage,0.3,0,kQl#Z,N,2,5,2,-8.002442913621735,8.002442913621735
8339,collapse,1.2,1,k@l{ps,N,2,6,2,-7.907597654192034,7.907597654192034
8340,collapse,1.46,2,k@l{ps,V,2,6,2,-7.907597654192034,7.907597654192034
8341,collapsible,0.0,2,k@l{ps@bP,A,4,9,3,-10.667106064345923,10.667106064345923
8342,collar,1.34,1,kQl@R,N,2,5,2,-5.0268400623144185,5.0268400623144185
8343,collar,0.0,1,kQl@R,V,2,5,2,-5.0268400623144185,5.0268400623144185
8344,collarbone,0.0,2,kQl@b5n,N,3,7,3,-8.88093373101982,8.88093373101982
8345,collar stud,0.0,2,kQl@stVd,N,3,8,3,-10.416106556483635,10.416106556483635
8346,collate,0.0,0,k@l1t,V,2,5,2,-5.45360949044975,5.45360949044975
8347,collateral,0.0,1,kQl{t@r@l,N,4,9,4,-10.335422161461794,10.335422161461794
8348,collateral,0.0,2,kQl{t@r@l,A,4,9,4,-10.335422161461794,10.335422161461794
8349,collation,0.0,2,k@l1SH,N,3,6,2,-5.307652760059701,5.307652760059701
8350,colleague,1.71,0,kQlig,N,2,5,2,-7.8516483068217875,7.8516483068217875
8351,collect,0.0,1,kQlEkt,N,2,6,2,-7.304900563748545,7.304900563748545
8352,collect,1.85,0,k@lEkt,V,2,6,2,-6.936127857990176,6.936127857990176
8353,collect,0.0,0,k@lEkt,A,2,6,2,-6.936127857990176,6.936127857990176
8354,collect,0.0,1,k@lEkt,ADV,2,6,2,-6.936127857990176,6.936127857990176
8355,collected,0.0,1,k@lEktId,A,3,8,3,-9.073028841052862,9.073028841052862
8356,collectedly,0.0,2,k@lEktIdlI,ADV,4,10,4,-10.963892514713173,10.963892514713173
8357,collection,1.69,2,k@lEkSH,N,3,7,2,-7.324535994131034,7.324535994131034
8358,collective,1.36,2,k@lEktIv,A,3,8,3,-9.308791033261098,9.308791033261098
8359,collective,0.85,1,k@lEktIv,N,3,8,3,-9.308791033261098,9.308791033261098
8360,collective bargaining,0.0,2,k@lEktIvb#gInIN,N,6,15,6,-19.77071842898615,19.77071842898615
8361,collective farm,0.0,2,k@lEktIvf#m,N,4,11,4,-15.917929757768716,15.917929757768716
8362,collective leadership,0.0,2,k@lEktIvlid@SIp,N,6,15,6,-19.895197807461322,19.895197807461322
8363,collectively,0.7,2,k@lEktIvlI,ADV,4,10,4,-10.759106246489514,10.759106246489514
8364,collective noun,0.0,2,k@lEktIvn6n,N,4,11,4,-14.162900008464074,14.162900008464074
8365,collectivism,0.0,2,k@lEktIvIz@m,N,5,12,5,-13.783242492414958,13.783242492414958
8366,collectivization,0.0,2,k@lEktIv2z1SH,N,6,13,5,-13.064877909165924,13.064877909165924
8367,collectivize,0.0,2,k@lEktIv2z,V,4,10,4,-11.055274696465137,11.055274696465137
8368,collector,1.23,2,k@lEkt@R,N,3,8,3,-8.076352347164368,8.076352347164368
8369,collector's item,0.0,3,k@lEkt@z2t@m,N,5,12,5,-15.277529522343247,15.277529522343247
8370,collector's piece,0.0,3,k@lEkt@zpis,N,4,11,4,-15.158736610821391,15.158736610821391
8371,colleen,0.0,1,kQlin,N,2,5,2,-6.713162384920004,6.713162384920004
8372,college,2.01,1,kQlI_,N,2,5,2,-6.2448724887564975,6.2448724887564975
8373,college pudding,0.0,2,kQlI_pUdIN,N,4,10,4,-13.86328288897664,13.86328288897664
8374,collegiate,0.0,2,k@li_7t,A,3,7,3,-10.492426528159452,10.492426528159452
8375,collegiate church,0.0,2,k@li_7tJ3J,N,4,10,4,-18.1835916946465,18.1835916946465
8376,collide,0.7,0,k@l2d,V,2,5,2,-5.935511884988646,5.935511884988646
8377,collie,0.0,1,kQlI,N,2,4,2,-4.267875156585877,4.267875156585877
8378,collier,0.0,2,kQl7R,N,2,5,2,-6.360820116722763,6.360820116722763
8379,colliery,0.0,2,kQlj@rI,N,3,7,3,-8.006320237397103,8.006320237397103
8380,Collins,0.6,0,kQlInz,N,2,6,2,-7.08652361098261,7.08652361098261
8381,collision,0.78,2,k@lIZH,N,3,6,2,-6.635672391932982,6.635672391932982
8382,collision course,0.0,2,k@lIZHk$s,N,4,9,3,-14.682679423784105,14.682679423784105
8383,collocate,0.0,2,kQl5k1t,V,3,7,3,-8.669938635065009,8.669938635065009
8384,collocation,0.0,2,kQl5k1SH,N,4,8,3,-8.523981904674962,8.523981904674962
8385,colloquial,0.3,2,k@l5kw7l,A,3,8,3,-10.744021829580763,10.744021829580763
8386,colloquialism,0.0,2,k@l5kw7lIz@m,N,5,12,5,-14.555744351861389,14.555744351861389
8387,colloquially,0.0,2,k@l5kw7lI,ADV,4,9,4,-10.759448614716671,10.759448614716671
8388,colloquy,0.0,0,kQl@kwI,N,3,7,3,-8.55680458371087,8.55680458371087
8389,collude,0.0,0,k@lud,V,2,5,2,-6.248146750809521,6.248146750809521
8390,collusion,0.0,2,k@luZH,N,3,6,2,-6.89115354457261,6.89115354457261
8391,collusive,0.0,2,k@lusIv,A,3,7,3,-8.900349323622647,8.900349323622647
8392,collywobbles,0.0,0,kQlIwQbPz,N,4,9,3,-11.842004025033718,11.842004025033718
8393,cologne,0.6,1,k@l5n,N,2,5,2,-6.353284859594256,6.353284859594256
8394,Colombia,0.6,0,k@lQmb7,N,3,7,3,-10.251281927842408,10.251281927842408
8395,Colombian,0.0,1,k@lQmb7n,N,3,8,3,-10.761498513208842,10.761498513208842
8396,Colombian,0.0,2,k@lQmb7n,A,3,8,3,-10.761498513208842,10.761498513208842
8397,colon,0.0,1,k5l@n,N,2,5,2,-6.218152290408856,6.218152290408856
8398,colonel,1.96,1,k3nP,N,2,4,1,-6.297505195953486,6.297505195953486
8399,Colonel Blimp,0.0,1,k3nPblImp,N,3,9,2,-13.478457383638021,13.478457383638021
8400,Colonel Blimp,0.0,0,k3nPblImp,N,3,9,2,-13.478457383638021,13.478457383638021
8401,colonial,0.0,1,k@l5nj@l,N,3,8,3,-9.767393336164202,9.767393336164202
8402,colonial,1.43,2,k@l5nj@l,A,3,8,3,-9.767393336164202,9.767393336164202
8403,colonialism,0.7,2,k@l5n7lIz@m,N,5,11,5,-13.438411769189498,13.438411769189498
8404,colonialist,0.0,2,k@l5n7lIst,N,4,10,4,-11.140458873534275,11.140458873534275
8405,colonialist,0.0,1,k@l5nj@lIst,A,4,11,4,-11.281162962789605,11.281162962789605
8406,Colonies,0.0,0,kQl@nIz,N,3,7,3,-7.740179694088837,7.740179694088837
8407,colonist,0.0,2,kQl@nIst,N,3,8,3,-7.867050789658106,7.867050789658106
8408,colonization,0.48,2,kQl@n2z1SH,N,5,10,4,-10.02764423065635,10.02764423065635
8409,colonize,0.7,2,kQl@n2z,V,3,7,3,-8.018041017955563,8.018041017955563
8410,colonizer,0.0,2,kQl@n2z@R,N,4,9,4,-9.220709585401083,9.220709585401083
8411,colonnade,0.0,2,kQl@n1d,N,3,7,3,-8.643896918228448,8.643896918228448
8412,colonnaded,0.0,2,kQl@n1dId,A,4,9,4,-10.707032268569899,10.707032268569899
8413,colony,1.26,0,kQl@nI,N,3,6,3,-6.368707948168613,6.368707948168613
8414,Colorado,0.6,0,kQl@r#d5,N,4,8,4,-10.751153649431838,10.751153649431838
8415,Colorado beetle,0.0,2,kQl@r#d5bitP,N,6,12,5,-16.012720526135496,16.012720526135496
8416,Colorado potato beetle,0.0,2,kQl@r#d5p@t1t5bitP,N,9,18,8,-23.309304826263734,23.309304826263734
8417,coloration,0.0,2,kVl@r1SH,N,4,8,3,-7.8535171545458375,7.8535171545458375
8418,coloratura,0.0,0,kQl@r@t9r@,N,5,10,5,-12.87190686487465,12.87190686487465
8419,color line,0.0,2,kVl@l2n,N,3,7,3,-8.862563030978455,8.862563030978455
8420,colossal,0.6,0,k@lQsP,A,3,6,2,-8.069190248071811,8.069190248071811
8421,colossally,0.0,2,k@lQs@lI,ADV,4,8,4,-8.91444985709118,8.91444985709118
8422,colossus,0.0,0,k@lQs@s,N,3,7,3,-8.58776010762347,8.58776010762347
8423,colostrum,0.0,0,k@lQstr@m,N,3,9,3,-10.194529530906635,10.194529530906635
8424,colour,2.05,0,kVl@R,N,2,5,2,-5.480669091681431,5.480669091681431
8425,colour,0.78,1,kVl@R,V,2,5,2,-5.480669091681431,5.480669091681431
8426,colour-bar,0.0,2,kVl@b#R,N,3,7,3,-8.907238601785275,8.907238601785275
8427,colour-blind,0.0,2,kVl@bl2nd,A,3,9,3,-10.718180401411823,10.718180401411823
8428,colour blindness,0.0,2,kVl@bl2ndnIs,N,4,12,4,-14.292733766286965,14.292733766286965
8429,coloured,1.49,1,kVl@d,A,2,5,2,-6.80396752134504,6.80396752134504
8430,Coloured,0.0,2,kVl@d,N,2,5,2,-6.80396752134504,6.80396752134504
8431,coloured,0.3,2,kVl@d,N,2,5,2,-6.80396752134504,6.80396752134504
8432,colourfast,0.0,2,kVl@f#st,A,3,8,3,-10.564549226699341,10.564549226699341
8433,colourfastness,0.0,2,kVl@f#stnIs,N,4,11,4,-14.318313875437589,14.318313875437589
8434,colourful,0.85,2,kVl@fUl,A,3,7,3,-8.850464334334198,8.850464334334198
8435,colour in,0.0,2,kVl@rIn,V,3,7,3,-8.021068116044376,8.021068116044376
8436,colouring,0.6,1,kVl@rIN,N,3,7,3,-7.728210425029235,7.728210425029235
8437,colourless,0.48,2,kVl@lIs,A,3,7,3,-7.505003540659736,7.505003540659736
8438,colourlessly,0.0,2,kVl@lIslI,ADV,4,9,4,-9.283558433576511,9.283558433576511
8439,colourlessness,0.0,2,kVl@lIsnIs,N,4,10,4,-10.735846580799825,10.735846580799825
8440,colours,0.7,1,kVl@z,N,2,5,2,-7.135443369656123,7.135443369656123
8441,colour scheme,0.0,2,kVl@skim,N,3,8,3,-11.35214018520493,11.35214018520493
8442,colour-wash,0.0,2,kVl@wQS,N,3,7,3,-10.935678630779437,10.935678630779437
8443,colt,0.3,1,k5lt,N,1,4,1,-5.900701008826828,5.900701008826828
8444,Colt,0.0,1,k5lt,N,1,4,1,-5.900701008826828,5.900701008826828
8445,Colt,0.0,0,k5lt,N,1,4,1,-5.900701008826828,5.900701008826828
8446,coltish,0.0,2,k5ltIS,A,2,6,2,-8.580123105599402,8.580123105599402
8447,coltishly,0.0,2,k5ltISlI,ADV,3,8,3,-10.326829765617424,10.326829765617424
8448,coltishness,0.0,2,k5ltISnIs,N,3,9,3,-11.452585211837969,11.452585211837969
8449,columbine,0.48,0,kQl@mb2n,N,3,8,3,-10.195904565469391,10.195904565469391
8450,column,1.59,1,kQl@m,N,2,5,2,-6.248995486093392,6.248995486093392
8451,columnist,0.48,2,kQl@mnIst,N,3,9,3,-10.322914244031228,10.322914244031228
8452,coma,0.3,1,k5m@,N,2,4,2,-6.240472036366539,6.240472036366539
8453,coma,0.0,1,k5m@,N,2,4,2,-6.240472036366539,6.240472036366539
8454,comatose,0.0,0,k5m@t5s,A,3,7,3,-9.371493369087158,9.371493369087158
8455,comb,0.7,1,k5m,N,1,3,1,-4.826895237131513,4.826895237131513
8456,comb,0.95,1,k5m,V,1,3,1,-4.826895237131513,4.826895237131513
8457,comb.,0.78,0,kQmbIn1SH,,4,9,3,-9.385253828002707,9.385253828002707
8458,combat,0.85,1,kQmb{t,N,2,6,2,-7.5555715142969575,7.5555715142969575
8459,combat,1.08,1,kQmb{t,V,2,6,2,-7.5555715142969575,7.5555715142969575
8460,combatant,0.0,2,kQmb@t@nt,N,3,9,3,-9.93607068289824,9.93607068289824
8461,combatant,0.0,2,kQmb@t@nt,A,3,9,3,-9.93607068289824,9.93607068289824
8462,combative,0.0,2,kQmb@tIv,A,3,8,3,-9.877871023785369,9.877871023785369
8463,combatively,0.0,2,kQmb@tIvlI,ADV,4,10,4,-11.328186237013785,11.328186237013785
8464,comber,0.0,2,k5m@R,N,2,5,2,-5.571997295117015,5.571997295117015
8465,comb.form,0.0,0,k@mb2nINf$m,,4,11,4,-14.627860899458405,14.627860899458405
8466,combination,1.61,2,kQmbIn1SH,N,4,9,3,-9.385253828002707,9.385253828002707
8467,combination-lock,0.0,2,kQmbIn1SHlQk,N,5,12,4,-14.67239068019434,14.67239068019434
8468,combinations,0.0,1,kQmbIn1SHz,N,4,10,3,-11.399393381620758,11.399393381620758
8469,combinatorial,0.0,2,kQmbIn@t$r7l,A,5,12,5,-15.188435211377719,15.188435211377719
8470,combine,0.6,1,kQmb2n,N,2,6,2,-8.140974781116768,8.140974781116768
8471,combine,1.82,1,k@mb2n,V,2,6,2,-7.861017324591434,7.861017324591434
8472,combined exercises,0.0,2,k@mb2ndEks@s2zIz,N,6,16,6,-19.142738329566935,19.142738329566935
8473,combined operations,0.0,2,k@mb2ndQp@r1SHz,N,6,15,5,-17.0198044026447,17.0198044026447
8474,combining form,0.0,2,k@mb2nINf$m,N,4,11,4,-14.627860899458405,14.627860899458405
8475,combo,0.0,1,kQmb5,N,2,5,2,-7.192328320227452,7.192328320227452
8476,comb-out,0.0,1,k5m6t,N,2,5,2,-7.482262323084403,7.482262323084403
8477,comb out,0.0,2,k5m6t,V,2,5,2,-7.482262323084403,7.482262323084403
8478,combust,0.0,1,k@mbVst,V,2,7,2,-8.356719306002311,8.356719306002311
8479,combustible,0.0,1,k@mbVst@bP,N,4,10,3,-10.758093414531144,10.758093414531144
8480,combustible,0.0,2,k@mbVst@bP,A,4,10,3,-10.758093414531144,10.758093414531144
8481,combustion,0.7,2,k@mbVsJ@n,N,3,9,3,-11.850635922208435,11.850635922208435
8482,come,3.29,1,kVm,V,1,3,1,-4.487299793773094,4.487299793773094
8483,come,0.0,1,kVm,N,1,3,1,-4.487299793773094,4.487299793773094
8484,come about,0.0,2,kVm@b6t,V,3,7,3,-8.687811222646037,8.687811222646037
8485,come across,0.0,2,kVm@krQs,V,3,8,3,-10.416636501172713,10.416636501172713
8486,come across,0.0,2,kVm@krQs,V,3,8,3,-10.416636501172713,10.416636501172713
8487,come across as,0.0,0,kVm@krQs{z,V,4,10,4,-14.114526199004379,14.114526199004379
8488,come across with,0.0,0,kVm@krQswID,V,4,11,4,-16.24204065299406,16.24204065299406
8489,come again,0.0,2,kVm@gEn,V,3,7,3,-9.925231762701678,9.925231762701678
8490,come along,0.0,2,kVm@lQN,V,3,7,3,-8.729549072077125,8.729549072077125
8491,come apart,0.0,2,kVm@p#t,V,3,7,3,-9.226223429001664,9.226223429001664
8492,come around,0.0,2,kVm@r6nd,V,3,8,3,-9.496733159032445,9.496733159032445
8493,come at,0.0,2,kVm{t,V,2,5,2,-6.427989241902084,6.427989241902084
8494,come-at-able,0.0,2,kVm{t@bP,A,4,8,3,-8.829363350430915,8.829363350430915
8495,come away,0.0,2,kVm@w1,V,3,6,3,-8.966410071401,8.966410071401
8496,comeback,0.3,1,kVmb{k,N,2,6,2,-7.989556693950171,7.989556693950171
8497,come back,0.0,2,kVmb{k,V,2,6,2,-7.989556693950171,7.989556693950171
8498,come before,0.0,2,kVmbIf$R,V,3,8,3,-10.038880011158478,10.038880011158478
8499,come between,0.0,2,kVmbItwin,V,3,9,3,-12.392267240284975,12.392267240284975
8500,come by,0.0,2,kVmb2,V,2,5,2,-7.853719711514727,7.853719711514727
8501,Comecon,0.0,0,kQmIkQn,N,3,7,3,-8.026020109340864,8.026020109340864
8502,Comecon,0.0,0,kQmIkQn,,3,7,3,-8.026020109340864,8.026020109340864
8503,comedian,0.48,2,k@midj@n,N,3,8,3,-9.748131389623556,9.748131389623556
8504,comedienne,0.0,0,k@midIEn,N,4,8,4,-11.07258580544977,11.07258580544977
8505,come down,0.0,2,kVmd6n,V,2,6,2,-9.314420621141187,9.314420621141187
8506,comedown,0.0,1,kVmd6n,N,2,6,2,-9.314420621141187,9.314420621141187
8507,come down on,0.0,0,kVmd6nQn,V,3,8,3,-11.877412825238313,11.877412825238313
8508,come down to,0.0,0,kVmd6ntu,V,3,8,3,-12.716416298588786,12.716416298588786
8509,come down with,0.0,0,kVmd6nwID,V,3,9,3,-15.439831578821412,15.439831578821412
8510,comedy,1.18,0,kQm@dI,N,3,6,3,-6.933406201791694,6.933406201791694
8511,comedy of manners,0.0,0,kQm@dIQvm{n@z,N,6,13,6,-18.868247348383566,18.868247348383566
8512,come for,0.0,2,kVmf$R,V,2,6,2,-8.200782127544203,8.200782127544203
8513,come forth,0.0,2,kVmf$T,V,2,6,2,-9.239190290804551,9.239190290804551
8514,come forward,0.0,2,kVmf$w@d,V,3,8,3,-12.38212599198895,12.38212599198895
8515,come from,0.0,2,kVmfrQm,V,2,7,2,-10.103959544387502,10.103959544387502
