,Word,CobLog,CompCnt,PhonDISC,Class,SylCnt,num_phones,num_sylls_est,log_prob,surprisal
44208,staggeringly,0.0,2,st{g@rINlI,ADV,4,10,4,-10.373511019596583,10.373511019596583
44209,staggers,0.0,1,st{g@z,N,2,6,2,-8.123899556228594,8.123899556228594
44210,stagily,0.0,2,st1_IlI,ADV,3,7,3,-7.966053385488431,7.966053385488431
44211,staginess,0.0,2,st1_InIs,N,3,8,3,-8.80514594954372,8.80514594954372
44212,staging,0.0,1,st1_IN,N,2,6,2,-7.140288218327992,7.140288218327992
44213,staging post,0.0,3,st1_INp5st,N,3,10,3,-13.499164255541668,13.499164255541668
44214,stagnancy,0.0,2,st{gn@nsI,N,3,9,3,-10.671942011963178,10.671942011963178
44215,stagnant,0.3,2,st{gn@nt,A,2,8,2,-9.424519128076472,9.424519128076472
44216,stagnantly,0.0,2,st{gn@ntlI,ADV,3,10,3,-11.3834457759161,11.3834457759161
44217,stagnate,0.3,0,st{gn1t,V,2,7,2,-9.031058600606816,9.031058600606816
44218,stagnation,0.3,2,st{gn1SH,N,3,8,2,-8.885101870216767,8.885101870216767
44219,stag-party,0.0,2,st{gp#tI,N,3,8,3,-11.370700421993938,11.370700421993938
44220,stagy,0.0,2,st1_I,A,2,5,2,-6.235750617505698,6.235750617505698
44221,staid,0.3,1,st1d,A,1,4,1,-5.224785306770585,5.224785306770585
44222,staidly,0.0,2,st1dlI,ADV,2,6,2,-7.115648980430896,7.115648980430896
44223,staidness,0.0,2,st1dnIs,N,2,7,2,-8.799338671645728,8.799338671645728
44224,stain,1.11,1,st1n,N,1,4,1,-5.155008810133159,5.155008810133159
44225,stain,1.08,1,st1n,V,1,4,1,-5.155008810133159,5.155008810133159
44226,stained glass,0.0,2,st1ndgl#s,N,2,9,2,-12.957502015288535,12.957502015288535
44227,stainless,0.3,2,st1nlIs,A,2,7,2,-8.193832784744608,8.193832784744608
44228,stair,0.6,1,st8R,N,1,4,1,-4.911600321915632,4.911600321915632
44229,stair-carpet,0.0,2,st8k#pIt,N,3,8,3,-12.33839539599009,12.33839539599009
44230,staircase,1.15,2,st8k1s,N,2,6,2,-9.282897346868992,9.282897346868992
44231,stair-rod,0.0,2,st8rQd,N,2,6,2,-7.88819849092134,7.88819849092134
44232,stairs,1.64,1,st8z,N,1,4,1,-6.31453185844816,6.31453185844816
44233,stairway,0.48,2,st8w1,N,2,5,2,-8.092294220935344,8.092294220935344
44234,stairwell,0.0,2,st8wEl,N,2,6,2,-9.095007191402658,9.095007191402658
44235,stake,1.2,1,st1k,N,1,4,1,-5.410277204277992,5.410277204277992
44236,stake,0.48,1,st1k,V,1,4,1,-5.410277204277992,5.410277204277992
44237,stakeholder,0.0,2,st1kh5ld@R,N,3,10,3,-12.917086272540415,12.917086272540415
44238,stake out,0.0,2,st1k6t,V,2,6,2,-7.84587921957589,7.84587921957589
44239,stakeout,0.0,1,st1k6t,N,2,6,2,-7.84587921957589,7.84587921957589
44240,stakes,0.78,1,st1ks,N,1,5,1,-6.262194814776516,6.262194814776516
44241,stake to,0.0,2,st1ktu,V,2,6,2,-9.222987594786666,9.222987594786666
44242,stalactite,0.0,0,st{l@kt2t,N,3,9,3,-11.531581239708345,11.531581239708345
44243,stalagmite,0.0,0,st{l@gm2t,N,3,9,3,-12.379198742860321,12.379198742860321
44244,stale,0.0,1,st1l,N,1,4,1,-5.573331615070257,5.573331615070257
44245,stale,0.85,1,st1l,A,1,4,1,-5.573331615070257,5.573331615070257
44246,stale,0.0,1,st1l,V,1,4,1,-5.573331615070257,5.573331615070257
44247,stalemate,0.0,0,st1lm1t,N,2,7,2,-9.621339415252852,9.621339415252852
44248,stalemate,0.0,1,st1lm1t,V,2,7,2,-9.621339415252852,9.621339415252852
44249,staleness,0.0,2,st1lnIs,N,2,7,2,-8.89051613449859,8.89051613449859
44250,stalk,0.95,1,st$k,N,1,4,1,-5.882634522125005,5.882634522125005
44251,stalk,0.9,1,st$k,V,1,4,1,-5.882634522125005,5.882634522125005
44252,stalker,0.0,2,st$k@R,N,2,6,2,-6.649811329927513,6.649811329927513
44253,stalking-horse,0.0,2,st$kINh$s,N,3,9,3,-12.67990510313979,12.67990510313979
44254,stall,1.08,1,st$l,N,1,4,1,-5.648339385835833,5.648339385835833
44255,stall,0.6,1,st$l,V,1,4,1,-5.648339385835833,5.648339385835833
44256,stall-fed,0.0,2,st$lfEd,A,2,7,2,-9.866937000217836,9.866937000217836
44257,stallholder,0.0,2,st$lh5ld@R,N,3,10,3,-12.969108435493547,12.969108435493547
44258,stallion,0.3,0,st{lj@n,N,2,7,2,-8.629112602422358,8.629112602422358
44259,stalls,0.3,1,st$lz,N,1,5,1,-7.576977978911721,7.576977978911721
44260,stalwart,0.0,1,st$lw@t,N,2,7,2,-10.346800032854837,10.346800032854837
44261,stalwart,0.0,1,st$lw@t,A,2,7,2,-10.346800032854837,10.346800032854837
44262,stalwartly,0.0,2,st$lw@tlI,ADV,3,9,3,-12.305726680694463,12.305726680694463
44263,stamen,0.0,1,st1mEn,N,2,6,2,-7.63398336258456,7.63398336258456
44264,stamina,0.48,1,st{mIn@,N,3,7,3,-8.998065700806704,8.998065700806704
44265,stammer,0.0,1,st{m@R,N,2,6,2,-6.093453333304675,6.093453333304675
44266,stammer,0.48,1,st{m@R,V,2,6,2,-6.093453333304675,6.093453333304675
44267,stammerer,0.0,2,st{m@r@R,N,3,8,3,-7.863606504654765,7.863606504654765
44268,stammering,0.0,1,st{m@rIN,A,3,8,3,-8.340994666652476,8.340994666652476
44269,stammeringly,0.0,2,st{m@rINlI,ADV,4,10,4,-9.997839074647354,9.997839074647354
44270,stamp,1.28,1,st{mp,N,1,5,1,-6.654330687097232,6.654330687097232
44271,stamp,1.23,1,st{mp,V,1,5,1,-6.654330687097232,6.654330687097232
44272,stamp-album,0.0,2,st{mp{lb@m,N,3,10,3,-13.40768899482509,13.40768899482509
44273,stamp-collector,0.0,2,st{mpk@lEkt@R,N,4,13,4,-15.191202352443554,15.191202352443554
44274,stamp-dealer,0.0,2,st{mpdil@R,N,3,10,3,-12.9754230074863,12.9754230074863
44275,stamp-duty,0.0,2,st{mpdjutI,N,3,10,3,-12.420986968890128,12.420986968890128
44276,stampede,0.0,0,st{mpid,N,2,7,2,-8.742270546211781,8.742270546211781
44277,stampede,0.0,1,st{mpid,V,2,7,2,-8.742270546211781,8.742270546211781
44278,stamping-ground,0.0,2,st{mpINgr6nd,N,3,12,3,-13.532831637260802,13.532831637260802
44279,stamp out,0.0,2,st{mp6t,V,2,7,2,-8.99840001609099,8.99840001609099
44280,stance,1.18,1,st{ns,N,1,5,1,-5.671777763613996,5.671777763613996
44281,stanch,0.0,1,st#nJ,V,1,5,1,-7.677614382463816,7.677614382463816
44282,stanch,0.0,1,st#nJ,A,1,5,1,-7.677614382463816,7.677614382463816
44283,stanchion,0.0,0,st#nSH,N,2,6,1,-7.15932162062132,7.15932162062132
44284,stanchly,0.0,2,st#nJlI,ADV,2,7,2,-9.846174266260318,9.846174266260318
44285,stanchness,0.0,2,st#nJnIs,N,2,8,2,-11.314090744169308,11.314090744169308
44286,stand,1.51,1,st{nd,N,1,5,1,-5.6437558084801385,5.6437558084801385
44287,stand,2.67,1,st{nd,V,1,5,1,-5.6437558084801385,5.6437558084801385
44288,standard,2.01,1,st{nd@d,N,2,7,2,-8.197199381800004,8.197199381800004
44289,standard,1.52,1,st{nd@d,A,2,7,2,-8.197199381800004,8.197199381800004
44290,standard-bearer,0.0,2,st{nd@db8r@R,N,4,12,4,-13.912256718552056,13.912256718552056
44291,standardization,0.3,2,st{nd@d2z1SH,N,5,12,4,-12.504553014704216,12.504553014704216
44292,standardize,0.6,2,st{nd@d2z,V,3,9,3,-10.494949802003429,10.494949802003429
44293,standard lamp,0.0,2,st{nd@dl{mp,N,3,11,3,-13.737351941971525,13.737351941971525
44294,standard of living,0.0,0,st{nd@dQvlIvIN,N,5,14,5,-16.742798013209764,16.742798013209764
44295,standard time,0.0,2,st{nd@dt2m,N,3,10,3,-14.93979943106112,14.93979943106112
44296,standby,0.0,1,st{ndb2,N,2,7,2,-10.08873462199063,10.08873462199063
44297,stand by,0.0,2,st{ndb2,V,2,7,2,-10.08873462199063,10.08873462199063
44298,stand by,0.0,2,st{ndb2,V,2,7,2,-10.08873462199063,10.08873462199063
44299,stand down,0.0,2,st{ndd6n,V,2,8,2,-11.894885687756915,11.894885687756915
44300,stander,0.0,2,st{nd@R,N,2,7,2,-6.873900952136395,6.873900952136395
44301,stand for,0.0,2,st{ndf$R,V,2,8,2,-9.822980718543423,9.822980718543423
44302,stand-in,0.0,1,st{ndIn,N,2,7,2,-7.512091112719389,7.512091112719389
44303,stand in,0.0,2,st{ndIn,V,2,7,2,-7.512091112719389,7.512091112719389
44304,standing,0.9,1,st{ndIN,N,2,7,2,-7.2192334217042475,7.2192334217042475
44305,standing,1.11,1,st{ndIN,A,2,7,2,-7.2192334217042475,7.2192334217042475
44306,standing order,0.0,2,st{ndIN$d@R,N,4,11,4,-14.944226705368054,14.944226705368054
44307,standing room,0.0,2,st{ndINrUm,N,3,10,3,-13.851273490387268,13.851273490387268
44308,stand off,0.0,2,st{ndQf,V,2,7,2,-9.5743392699414,9.5743392699414
44309,standoff half,0.0,2,st{ndQfh#f,N,3,10,3,-14.635369979832774,14.635369979832774
44310,standoffish,0.0,3,st{ndQfIS,A,3,9,3,-11.710198599332712,11.710198599332712
44311,standoffishly,0.0,2,st{ndQfISlI,ADV,4,11,4,-13.456905259350734,13.456905259350734
44312,standoffishness,0.0,2,st{ndQfISnIs,N,4,12,4,-14.582660705571278,14.582660705571278
44313,stand out,0.0,2,st{nd6t,V,2,7,2,-8.34150738266974,8.34150738266974
44314,standpipe,0.0,2,st{ndp2p,N,2,8,2,-11.967510418506121,11.967510418506121
44315,standpoint,0.48,2,st{ndp4nt,N,2,9,2,-11.781369642739474,11.781369642739474
44316,standstill,0.48,2,st{ndstIl,N,2,9,2,-10.887787747409755,10.887787747409755
44317,stand-to,0.0,1,st{ndtu,N,2,7,2,-11.746448016233497,11.746448016233497
44318,stand to,0.0,2,st{ndtu,V,2,7,2,-11.746448016233497,11.746448016233497
44319,stand up,0.0,2,st{ndVp,V,2,7,2,-9.200878388506002,9.200878388506002
44320,stand-up,0.0,1,st{ndVp,A,2,7,2,-9.200878388506002,9.200878388506002
44321,stand up for,0.0,0,st{ndVpf$R,V,3,10,3,-13.130508147007598,13.130508147007598
44322,stanza,0.0,1,st{nz@,N,2,6,2,-8.398818201114828,8.398818201114828
44323,staple,0.7,1,st1pP,N,2,5,1,-6.994907642491563,6.994907642491563
44324,staple,0.0,1,st1pP,V,2,5,1,-6.994907642491563,6.994907642491563
44325,stapler,0.0,2,st1pl@R,N,2,7,2,-7.787335566168949,7.787335566168949
44326,stapling-machine,0.0,2,st1pPINm@Sin,N,5,12,4,-19.409629702752298,19.409629702752298
44327,star,2.0,1,st#R,N,1,4,1,-5.229148205765496,5.229148205765496
44328,star,0.7,1,st#R,V,1,4,1,-5.229148205765496,5.229148205765496
44329,starboard,0.3,2,st#b@d,N,2,6,2,-8.472187545581122,8.472187545581122
44330,starboard,0.0,1,st#b@d,V,2,6,2,-8.472187545581122,8.472187545581122
44331,starch,0.7,1,st#J,N,1,4,1,-6.442952571611982,6.442952571611982
44332,starch,0.7,1,st#J,V,1,4,1,-6.442952571611982,6.442952571611982
44333,Star Chamber,0.0,0,st#J1mb@R,N,3,9,3,-12.148536385855847,12.148536385855847
44334,starchy,0.0,2,st#JI,A,2,5,2,-7.189618447765394,7.189618447765394
44335,star-crossed,0.0,2,st#krQst,A,2,8,2,-9.913729924189369,9.913729924189369
44336,stardom,0.0,2,st#d@m,N,2,6,2,-7.943362152398523,7.943362152398523
44337,stardust,0.0,2,st#dVst,N,2,7,2,-8.989799122241372,8.989799122241372
44338,stare,0.9,1,st8R,N,1,4,1,-4.911600321915632,4.911600321915632
44339,stare,2.08,1,st8R,V,1,4,1,-4.911600321915632,4.911600321915632
44340,stare down,0.0,2,st8d6n,V,2,6,2,-9.172614199277792,9.172614199277792
44341,stare out,0.0,2,st8r6t,V,2,6,2,-7.8608406791645535,7.8608406791645535
44342,starfish,0.0,2,st#fIS,N,2,6,2,-8.387228192218815,8.387228192218815
44343,stargazer,0.0,2,st#g1z@R,N,3,8,3,-10.082506758039253,10.082506758039253
44344,stargazing,0.0,2,st#g1zIN,N,3,8,3,-10.96036379595162,10.96036379595162
44345,staring,0.0,1,st8rIN,A,2,6,2,-6.688763965337522,6.688763965337522
44346,staring,0.0,1,st8rIN,ADV,2,6,2,-6.688763965337522,6.688763965337522
44347,stark,0.0,1,st#k,ADV,1,4,1,-5.7622634778606745,5.7622634778606745
44348,stark,0.85,1,st#k,A,1,4,1,-5.7622634778606745,5.7622634778606745
44349,starkers,0.0,1,st#k@z,A,2,6,2,-8.184214563637873,8.184214563637873
44350,starkly,0.0,2,st#klI,ADV,2,6,2,-7.317970210087935,7.317970210087935
44351,starless,0.0,2,st#lIs,A,2,6,2,-7.117930712249985,7.117930712249985
44352,starlet,0.0,2,st#lIt,N,2,6,2,-7.524604923025065,7.524604923025065
44353,starlight,0.0,2,st#l2t,N,2,6,2,-8.140623518061087,8.140623518061087
44354,starling,0.3,1,st#lIN,N,2,6,2,-7.205283493485021,7.205283493485021
44355,starlit,0.0,2,st#lIt,A,2,6,2,-7.524604923025065,7.524604923025065
44356,starry,0.3,2,st#rI,A,2,5,2,-6.724913362075396,6.724913362075396
44357,starry-eyed,0.0,3,st#rI2d,A,3,7,3,-12.210546760601726,12.210546760601726
44358,stars,0.3,1,st#z,N,1,4,1,-6.341282098989245,6.341282098989245
44359,Stars and Stripes,0.0,0,st#z{ndstr2ps,N,3,13,3,-18.53606053399537,18.53606053399537
44360,Star-Spangled Banner,0.0,0,st#sp{NgPdb{n@R,N,5,15,4,-18.944778696885,18.944778696885
44361,star-studded,0.0,2,st#stVdId,A,3,9,3,-11.881666427181278,11.881666427181278
44362,start,1.68,1,st#t,N,1,4,1,-5.3267851606360885,5.3267851606360885
44363,start,2.65,1,st#t,V,1,4,1,-5.3267851606360885,5.3267851606360885
44364,starter,0.7,2,st#t@R,N,2,6,2,-6.467009649810281,6.467009649810281
44365,starters,0.0,1,st#t@z,N,2,6,2,-8.121783927784973,8.121783927784973
44366,starting block,0.0,2,st#tINblQk,N,3,10,3,-13.402282373466331,13.402282373466331
44367,starting-gate,0.0,2,st#tINg1t,N,3,9,3,-10.159251192534612,10.159251192534612
44368,starting-point,0.0,2,st#tINp4nt,N,3,10,3,-13.540945655211818,13.540945655211818
44369,starting-post,0.0,2,st#tINp5st,N,3,10,3,-13.33490444379511,13.33490444379511
44370,starting price,0.0,2,st#tINpr2s,N,3,10,3,-13.510652425477236,13.510652425477236
44371,startle,1.48,2,st#tP,V,2,5,1,-6.693692098665522,6.693692098665522
44372,startlingly,0.3,2,st#tPINlI,ADV,4,9,3,-11.347162148806197,11.347162148806197
44373,start up,0.0,2,st#tVp,V,2,6,2,-9.409551790523732,9.409551790523732
44374,starvation,0.85,2,st#v1SH,N,3,7,2,-8.086998020311658,8.086998020311658
44375,starve,1.3,1,st#v,V,1,4,1,-6.377407525310568,6.377407525310568
44376,starveling,0.0,2,st#vlIN,N,2,7,2,-8.732260339361277,8.732260339361277
44377,stash,0.0,1,st{S,V,1,4,1,-5.918356504589948,5.918356504589948
44378,state,2.51,1,st1t,N,1,4,1,-4.460873576171697,4.460873576171697
44379,state,1.7,1,st1t,V,1,4,1,-4.460873576171697,4.460873576171697
44380,statecraft,0.0,2,st1tkr#ft,N,2,9,2,-12.759835365338631,12.759835365338631
44381,stated,0.7,1,st1tId,A,2,6,2,-6.597774559234381,6.597774559234381
44382,State Enrolled Nurse,0.0,0,st1tInr5ldn3s,N,4,13,4,-18.056117454789586,18.056117454789586
44383,statehood,0.0,2,st1thUd,N,2,7,2,-9.734132448690595,9.734132448690595
44384,Statehouse,0.0,2,st1th6s,N,2,7,2,-9.155082715209298,9.155082715209298
44385,stateless,0.0,2,st1tlIs,A,2,7,2,-7.236985043598581,7.236985043598581
44386,statelessness,0.0,2,st1tlIsnIs,N,3,10,3,-10.46782808373867,10.46782808373867
44387,stateliness,0.0,2,st1tlInIs,N,3,9,3,-8.989195556049346,8.989195556049346
44388,stately,0.7,2,st1tlI,A,2,6,2,-6.419800224011323,6.419800224011323
44389,stately home,0.0,2,st1tlIh5m,N,3,9,3,-11.660965835408742,11.660965835408742
44390,statement,1.95,2,st1tm@nt,N,2,8,2,-9.063954884754395,9.063954884754395
44391,State Registered Nurse,0.0,0,st1trE_Ist@dn3s,N,5,15,5,-18.6421852644589,18.6421852644589
44392,stateroom,0.0,2,st1trUm,N,2,7,2,-8.988503543409179,8.988503543409179
44393,States,2.15,0,st1ts,N,1,5,1,-6.346582635930484,6.346582635930484
44394,state's evidence,0.0,3,st1tsEvId@ns,N,4,12,4,-14.436378522186386,14.436378522186386
44395,stateside,0.0,2,st1ts2d,A,2,7,2,-9.102466859088647,9.102466859088647
44396,stateside,0.0,1,st1ts2d,ADV,2,7,2,-9.102466859088647,9.102466859088647
44397,statesman,0.9,3,st1tsm@n,N,2,8,2,-10.08160218610488,10.08160218610488
44398,statesmanlike,0.0,2,st1tsm@nl2k,A,3,11,3,-14.79534748616369,14.79534748616369
44399,statesmanship,0.0,2,st1tsm@nSIp,N,3,11,3,-14.948982640274227,14.948982640274227
44400,static,1.0,2,st{tIk,A,2,6,2,-6.95257725558697,6.95257725558697
44401,static,0.0,1,st{tIk,N,2,6,2,-6.95257725558697,6.95257725558697
44402,statics,0.0,2,st{tIks,N,2,7,2,-7.804494866085494,7.804494866085494
44403,station,2.07,0,st1SH,N,2,5,1,-4.3149168457816485,4.3149168457816485
44404,station,0.85,1,st1SH,V,2,5,1,-4.3149168457816485,4.3149168457816485
44405,stationary,0.6,2,st1SH@rI,A,4,8,3,-7.598341360905963,7.598341360905963
44406,station break,0.0,2,st1SHbr1k,N,3,9,2,-13.536325953431517,13.536325953431517
44407,stationer,0.0,2,st1Sn@R,N,2,7,2,-7.521391408255763,7.521391408255763
44408,stationery,0.3,2,st1SH@rI,N,4,8,3,-7.598341360905963,7.598341360905963
44409,stationmaster,0.0,2,st1SHm#st@R,N,4,11,3,-11.529866638325242,11.529866638325242
44410,stations of the Cross,0.0,0,st1SHzQvD@krQs,N,5,14,4,-19.977840450787188,19.977840450787188
44411,station wagon,0.0,2,st1SHw{g@n,N,4,10,3,-12.186665212392768,12.186665212392768
44412,statistic,1.2,1,st@tIstIk,N,3,9,3,-8.44916302415556,8.44916302415556
44413,statistical,0.85,2,st@tIstIkP,A,4,10,3,-9.155197471586975,9.155197471586975
44414,statistically,0.3,2,st@tIstIk@lI,ADV,5,12,5,-10.423489461349114,10.423489461349114
44415,statistician,0.0,2,st{tIstISH,N,4,10,3,-9.355861029965837,9.355861029965837
44416,statistics,0.6,1,st@tIstIks,N,3,10,3,-9.301080634654083,9.301080634654083
44417,statuary,0.0,1,st{J9rI,N,3,7,3,-8.001085311793645,8.001085311793645
44418,statuary,0.0,2,st{J9rI,A,3,7,3,-8.001085311793645,8.001085311793645
44419,statue,1.36,1,st{Ju,N,2,5,2,-8.368650758072219,8.368650758072219
44420,statuesque,0.0,2,st{tjUEsk,A,3,9,3,-12.06252911874293,12.06252911874293
44421,statuette,0.0,2,st{tjUEt,N,3,8,3,-10.702795907036489,10.702795907036489
44422,stature,0.78,1,st{J@R,N,2,6,2,-6.623791737286963,6.623791737286963
44423,status,1.86,1,st1t@s,N,2,6,2,-6.481557945269229,6.481557945269229
44424,status quo,0.0,0,st1t@skw5,N,3,9,3,-11.33231530553276,11.33231530553276
44425,statute,0.7,1,st{tjut,N,2,7,2,-7.929837056012255,7.929837056012255
44426,statute-book,0.0,2,st{tjutbUk,N,3,10,3,-13.41746597188678,13.41746597188678
44427,statute law,0.0,2,st{tjutl$,N,3,9,3,-12.576238566269085,12.576238566269085
44428,statutory,0.95,2,st{tjUt@rI,A,4,10,4,-11.01306954779285,11.01306954779285
44429,staunch,0.0,1,st$nJ,V,1,5,1,-7.57503184777868,7.57503184777868
44430,staunch,0.0,1,st$nJ,A,1,5,1,-7.57503184777868,7.57503184777868
44431,staunchly,0.0,2,st$nJlI,ADV,2,7,2,-9.743591731575181,9.743591731575181
44432,staunchness,0.0,2,st$nJnIs,N,2,8,2,-11.21150820948417,11.21150820948417
44433,stave,0.3,1,st1v,N,1,4,1,-5.6500654680671465,5.6500654680671465
44434,stave in,0.0,2,st1vIn,V,2,6,2,-7.525616481913724,7.525616481913724
44435,stave off,0.0,2,st1vQf,V,2,6,2,-9.568007883177417,9.568007883177417
44436,stay,0.48,1,st1,N,1,3,1,-4.420490558504272,4.420490558504272
44437,stay,2.4,1,st1,V,1,3,1,-4.420490558504272,4.420490558504272
44438,stay-at-home,0.0,0,st1@th5m,N,3,8,3,-12.068745385396635,12.068745385396635
44439,stayer,0.0,2,st1@R,N,2,5,2,-6.052379755864353,6.052379755864353
44440,staying power,0.0,2,st1INp6@R,N,4,9,4,-13.359807906425548,13.359807906425548
44441,stay on,0.0,2,st1Qn,V,2,5,2,-7.835805995623954,7.835805995623954
44442,stays,0.0,1,st1z,N,1,4,1,-5.224978887322435,5.224978887322435
44443,St Bernard,0.0,0,sHtb3n@d,N,3,8,2,-12.763829768255695,12.763829768255695
44444,std,0.0,0,st{nd@d,,2,7,2,-8.197199381800004,8.197199381800004
44445,STD,0.0,0,Estidi,,3,6,3,-9.180209531478386,9.180209531478386
44446,stead,0.48,1,stEd,N,1,4,1,-5.027425097316659,5.027425097316659
44447,steadfast,0.0,2,stEdf#st,A,2,8,2,-10.837171559354847,10.837171559354847
44448,steadfastly,0.0,2,stEdf#stlI,ADV,3,10,3,-12.796098207194472,12.796098207194472
44449,steadfastness,0.0,2,stEdf#stnIs,N,3,11,3,-14.590936208093094,14.590936208093094
44450,steadily,1.43,2,stEdIlI,ADV,3,7,3,-7.428667877701207,7.428667877701207
44451,steadiness,0.0,2,stEdInIs,N,3,8,3,-8.267760441756495,8.267760441756495
44452,steady,0.0,1,stEdI,ADV,2,5,2,-5.698365109718473,5.698365109718473
44453,steady,0.0,1,stEdI,N,2,5,2,-5.698365109718473,5.698365109718473
44454,steady,0.78,1,stEdI,V,2,5,2,-5.698365109718473,5.698365109718473
44455,steady,1.54,0,stEdI,A,2,5,2,-5.698365109718473,5.698365109718473
44456,steady,0.0,0,stEdI,I,2,5,2,-5.698365109718473,5.698365109718473
44457,steady on,0.0,0,stEdIQn,I,3,7,3,-9.257566958940602,9.257566958940602
44458,steady state theory,0.0,0,stEdIst1tT7rI,N,5,13,5,-15.616456648756957,15.616456648756957
44459,steak,1.08,1,st1k,N,1,4,1,-5.410277204277992,5.410277204277992
44460,steal,1.72,1,stil,V,1,4,1,-5.86301847715881,5.86301847715881
44461,steal,0.0,1,stil,N,1,4,1,-5.86301847715881,5.86301847715881
44462,stealth,0.0,2,stElT,N,1,5,1,-7.712637136817137,7.712637136817137
44463,stealthily,0.0,2,stElTIlI,ADV,3,8,3,-10.195711777374502,10.195711777374502
44464,stealthy,0.0,2,stElTI,A,2,6,2,-8.465409009391768,8.465409009391768
44465,steam,1.26,1,stim,N,1,4,1,-5.676948722000846,5.676948722000846
44466,steam,1.04,1,stim,V,1,4,1,-5.676948722000846,5.676948722000846
44467,steamboat,0.0,2,stimb5t,N,2,7,2,-9.49135632264085,9.49135632264085
44468,steam-boiler,0.0,2,stimb4l@R,N,3,9,3,-10.850543967698554,10.850543967698554
44469,steam-coal,0.0,2,stimk5l,N,2,7,2,-11.192617957785746,11.192617957785746
44470,steam-engine,0.0,2,stimEn_In,N,3,9,3,-10.981126324769528,10.981126324769528
44471,steamer,0.9,2,stim@R,N,2,6,2,-6.422050779986348,6.422050779986348
44472,steam-heat,0.0,1,stimhit,V,2,7,2,-10.841921655259295,10.841921655259295
44473,steam-heat,0.0,2,stimhit,N,2,7,2,-10.841921655259295,10.841921655259295
44474,steam iron,0.0,2,stim2@n,N,3,7,3,-9.061806991314867,9.061806991314867
44475,steamroller,0.0,2,stimr5l@R,N,3,9,3,-11.84083195184491,11.84083195184491
44476,steamroller,0.0,1,stimr5l@R,V,3,9,3,-11.84083195184491,11.84083195184491
44477,steamship,0.0,2,stimSIp,N,2,7,2,-11.656782367464052,11.656782367464052
44478,steam shovel,0.0,2,stimSVvP,N,3,8,2,-13.319809996538213,13.319809996538213
44479,steam up,0.0,2,stimVp,V,2,6,2,-8.934680757515132,8.934680757515132
44480,steamy,0.3,2,stimI,A,2,5,2,-6.2918784720670855,6.2918784720670855
44481,steed,0.0,1,stid,N,1,4,1,-5.261630171553936,5.261630171553936
44482,steel,1.62,1,stil,N,1,4,1,-5.86301847715881,5.86301847715881
44483,steel,0.48,1,stil,V,1,4,1,-5.86301847715881,5.86301847715881
44484,steel band,0.0,2,stilb{nd,N,2,8,2,-10.698536564095537,10.698536564095537
44485,steel-clad,0.0,2,stilkl{d,A,2,8,2,-11.81498315754661,11.81498315754661
44486,steel-plated,0.0,2,stilpl1tId,A,3,10,3,-13.001366868676994,13.001366868676994
44487,steel wool,0.0,2,stilwUl,N,2,7,2,-10.385013487525425,10.385013487525425
44488,steelworker,0.0,2,stilw3k@R,N,3,9,3,-11.419156983226037,11.419156983226037
44489,steelworks,0.0,2,stilw3ks,N,2,8,2,-11.503897785922053,11.503897785922053
44490,steely,0.0,2,stilI,A,2,5,2,-5.878445262294717,5.878445262294717
44491,steelyard,0.0,2,stilj#d,N,2,7,2,-10.472608114312651,10.472608114312651
44492,steenbok,0.0,0,stinbQk,N,2,7,2,-10.268980095738165,10.268980095738165
44493,steep,0.3,1,stip,V,1,4,1,-6.008292834975917,6.008292834975917
44494,steep,1.3,1,stip,A,1,4,1,-6.008292834975917,6.008292834975917
44495,steepen,0.0,2,stip@n,V,2,6,2,-7.4471593983820625,7.4471593983820625
44496,steepish,0.0,2,stipIS,A,2,6,2,-8.46378763779311,8.46378763779311
44497,steeple,0.3,1,stipP,N,2,5,1,-7.0146525358421625,7.0146525358421625
44498,steeplechase,0.0,2,stipPJ1s,N,3,8,2,-13.679534085215098,13.679534085215098
44499,steeplejack,0.0,2,stipP_{k,N,3,8,2,-13.275917280904585,13.275917280904585
44500,steeply,0.6,2,stiplI,ADV,2,6,2,-7.048115553791007,7.048115553791007
44501,steepness,0.0,2,stipnIs,N,2,7,2,-9.64927226399581,9.64927226399581
44502,steer,0.0,1,st7R,N,1,4,1,-4.8382470212221484,4.8382470212221484
44503,steer,0.3,1,st7R,N,1,4,1,-4.8382470212221484,4.8382470212221484
44504,steer,1.18,1,st7R,V,1,4,1,-4.8382470212221484,4.8382470212221484
44505,steerage,0.0,2,st7rI_,N,2,6,2,-7.8438814737944895,7.8438814737944895
44506,steerageway,0.0,2,st7rI_w1,N,3,8,3,-11.727526971948615,11.727526971948615
44507,steering committee,0.0,2,st7rINk@mItI,N,5,12,5,-12.6429657973898,12.6429657973898
44508,steering-gear,0.0,2,st7rINg7R,N,3,9,3,-11.2364685689609,11.2364685689609
44509,steering-wheel,0.0,2,st7rINwil,N,3,9,3,-12.402379223826628,12.402379223826628
44510,steersman,0.0,3,st7zm@n,N,2,7,2,-10.043486780379002,10.043486780379002
44511,stein,1.64,1,st2n,N,1,4,1,-5.296889945714199,5.296889945714199
44512,stele,0.0,1,stilI,N,2,5,2,-5.878445262294717,5.878445262294717
44513,stellar,0.0,0,stEl@R,A,2,6,2,-6.0571968528951725,6.0571968528951725
44514,stem,1.23,1,stEm,N,1,4,1,-5.3260983988469,5.3260983988469
44515,stem,1.11,1,stEm,V,1,4,1,-5.3260983988469,5.3260983988469
